snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,44.14626630350791,0.03966157844079252,11.45909875772933,21.659983378248864,8.470923946259113,0.08781094089353053,3.57142523597559,0.11390426030416465,0.9203992771263687,0.1383460250481442
1,0.010022230633740296,32.14781525517255,0.042419511063243466,11.850817072205984,21.651224374181414,7.808001091756666,0.08935636301561822,3.5634055027642453,0.11324509295897338,0.9311671249734768,0.13755507826883523
2,0.020014960712427022,21.9110686630108,0.04902830542187449,12.740571418515218,21.640333296228043,7.215976585566742,0.0909127657973824,3.5399982315508267,0.11281894405286609,0.9423418908887453,0.13673315280492507
3,0.030004801575742535,14.546658044607396,0.059937690856958804,14.086901210040262,21.627617431054823,6.66583179483565,0.09274188472098814,3.5047023539344466,0.11258832222763605,0.9535355424237009,0.13592606766780826
4,0.040004653038785386,10.352312323359751,0.07134636968392118,15.369205061444307,21.61480786507606,6.15059756544746,0.09495994006187675,3.4580895487930627,0.1125673348773379,0.9645383321437616,0.13515295478172626
5,0.05000743952791129,7.897645266411403,0.08256328610012856,16.533277312671647,21.600442712425934,5.680954327062277,0.09745864472328855,3.401525460136454,0.11277105892545894,0.9752031979862916,0.13442352255969464
6,0.06000459994405816,6.432764309823703,0.09258140168874894,17.507629246108216,21.58537748837879,5.236652348593311,0.100613301875257,3.3365945365363308,0.11320644545115921,0.9854078140125314,0.13374497825026205
7,0.07000047703287218,5.5819153050539425,0.09969634946167392,18.16791516810635,21.570325857930065,4.83898460128209,0.10411530398403925,3.263172358692878,0.11393342551733375,0.9950482275236326,0.1331238946658759
8,0.08000715370419582,5.06668343317359,0.10409440713636486,18.564325016297516,21.55400897007119,4.515726806508186,0.10725689843940818,3.1837935720727235,0.11490345145436653,1.0040198642497746,0.13256762727546476
9,0.09000171276711914,4.678321384118826,0.10787242509104983,18.898210684887644,21.53859905551474,4.25840669558353,0.10988972464504765,3.105311728188612,0.11597403818621099,1.0121784839859924,0.1320868884651193
10,0.10000914706811165,4.4095180387315205,0.11025680316658334,19.105929168118358,21.52197906009337,4.05035773237143,0.1120918405847253,3.0306741397002797,0.11704907088149366,1.0194567785764435,0.13168591818077638
