snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,44.14626630350791,0.03966157844079252,11.45909875772933,21.659983378248864,8.470923946259113,0.08781094089353053,3.57142523597559,0.11390426030416465,0.9203992771263687,0.1383460250481442
1,0.010016877878805399,42.99718169070826,0.039758383498104455,11.473074785572372,21.664939443268796,8.388302307287754,0.08798421558831598,3.5623237356130266,0.11415102131570516,0.9241907191478783,0.1384888607969148
2,0.02001326253857012,41.853938453781026,0.03987903976131037,11.490470483717438,21.66995502974527,8.305729017347378,0.0881708351732704,3.553369282471268,0.11440071087754927,0.927997034755385,0.13862989481204888
3,0.030005481032955427,40.73947855367687,0.03999998186602496,11.507881003846911,21.67503623545155,8.222756286977557,0.08836706240481534,3.544433075193719,0.11465090461662134,0.9318233904973743,0.1387695028956552
4,0.040012226456454934,39.647541183750874,0.04012489234829026,11.525835193322177,21.680190939452515,8.139645845861113,0.08857751920277306,3.535560768028028,0.11490342513737979,0.935676094080469,0.13890807480293038
5,0.050006759120541304,38.57740245456945,0.04025688693906976,11.54477728525501,21.685403717295912,8.056656051535557,0.08880186847319166,3.5268299865412933,0.1151587750661265,0.939544054001469,0.13904535991840591
6,0.060008453744667845,37.52437121587651,0.040399031497709306,11.565141269619293,21.69068302159821,7.973662898062017,0.0890407495542143,3.5182243259163526,0.11541739683587669,0.9434340196721772,0.13918173584949678
7,0.07001381430878503,36.486905096016486,0.040553755833234235,11.587266784636268,21.696025585961845,7.890733371150931,0.08929430655356646,3.509747400086292,0.11567916338797131,0.9473439908180161,0.1393172553978152
8,0.08001907276208162,35.46386872325226,0.040723328743433526,11.611467216645853,21.701427996380435,7.8078130019978325,0.08956063476093626,3.5014026725939695,0.11594394363604531,0.9512718877509841,0.13945196148655398
9,0.09002016722842707,34.45439104760827,0.040909982040905055,11.638047078089123,21.706886679977423,7.724926068605981,0.08983869019537434,3.4931934852377027,0.11621160072643476,0.9552155361206163,0.1395858874356575
10,0.10001272168277933,33.45778294593768,0.041115990331656645,11.66731283863937,21.712397891253303,7.642334366142104,0.09013141818718147,3.4851230814772434,0.11648199034197558,0.9591726527148049,0.13971905719317226
