model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,eta_requested,target_sigma_m_100_kms,threshold_velocity_requested_kms,n_shells,flag_dissipation,t_epsilon,r_epsilon,sigma_m_100_kms,scale_t_gyr,target_time_gyr,current_time_gyr,current_time_dimensionless,steps_this_call,total_conduction_steps,n_snapshots,rho_center_initial_code,rho_center_start_code,rho_center_final_code,rho_center_fractional_change_from_initial,u_center_initial_code,u_center_start_code,u_center_final_code,u_center_fractional_change_from_initial,max_cooling_initial_code,max_cooling_final_code,max_cooling_seen_code,v_threshold_kms,v_max_initial_kms,v_max_final_kms,v_central_start_kms,v_central_final_kms,v_max_to_threshold_final,diagnostic_path,trajectory_path,output_dir
M1_dark_photon_massive,0.1,2.2000000000000005e-08,0.14777088468960564,0.016254797315856623,0.1,1.0,,48,True,0.01,1e-08,0.9999999999999994,0.0499502865670473,0.002,0.00016014145751273837,0.003206016792271724,2,4,3,30.952127723581164,32.33044990174248,32.204684750481775,0.04046755809767277,0.047497982030175835,0.04902865569763907,0.04908114771334846,0.03333121988565391,1.3628880105386159e-36,1.361542069616243e-36,1.3628880105386159e-36,198.85981963287605,21.635159004386924,21.993350916746913,12.740616930035406,12.747435409397491,0.11059725869886544,data\P2_resume_smoke_history\M1_eta0p1_sigma1\b1938_snapshot_diagnostics.csv,data\P2_resume_smoke_history\M1_eta0p1_sigma1\fluid_trajectory.csv,data\P2_resume_smoke_history\M1_eta0p1_sigma1
M2_scalar_phi_massive,0.1,1.39e-07,0.4598205052925115,0.31957525117829544,0.1,1.0,,48,True,0.01,1e-08,0.9999999999999999,0.0499502865670473,0.002,0.0001602883223424722,0.003208957012234961,2,4,3,30.952127723581164,32.28802503625485,32.11983727233199,0.03772630945371813,0.047497982030175835,0.049065918825725356,0.04915631524251945,0.034913761416012656,0.0,0.0,0.0,499.8539183489865,21.635159004386924,21.993402794781158,12.745457620253287,12.757192991292548,0.0439996606757134,data\P2_resume_smoke_history\M2_eta0p1_sigma1\b1938_snapshot_diagnostics.csv,data\P2_resume_smoke_history\M2_eta0p1_sigma1\fluid_trajectory.csv,data\P2_resume_smoke_history\M2_eta0p1_sigma1
