redshift,h,concentration_scatter_dex,tau_min,tau_max,profile_chi2_threshold,isolated_M200_msun,isolated_c200,isolated_c200_median,isolated_concentration_offset_sigma,threshold_reached,minimum_offset_sigma_at_threshold_grid,minimum_offset_sigma_at_threshold_interpolated,threshold_profile_chi2,threshold_M200_msun,threshold_c200,threshold_tau_rt_over_rs,threshold_r_t_pc,penalized_offset_sigma,penalized_profile_chi2,penalized_score_chi2_plus_z2,penalized_M200_msun,penalized_c200,penalized_tau_rt_over_rs
0.881,0.674,0.11,0.5,100.0,2.3,3092670.364218304,219.033109403846,15.503258152743529,10.455334451939615,True,5.75,5.692283715505187,1.4490058851717873,69053895.51248863,52.189787851870705,0.5000000000789481,59.11766753560447,5.75,1.4490058851717873,34.511505885171786,69053895.51248863,52.189787851870705,0.5000000000789481
