redshift,H0_km_s_Mpc,Omega_m,overdensity_critical,rho_critical_msun_pc3,r_s_pc,rho_s_msun_pc3,c_delta_isolated_extrapolation,r_delta_pc_isolated_extrapolation,M_delta_msun_isolated_extrapolation,modeled_rmax_over_rs,r_delta_over_modeled_rmax
0.881,67.4,0.315,200.0,3.5080932152119793e-07,9.7927217213624,58.80226079884147,223.0998257588784,2184.7545097411353,3064768.4141803524,50.0,4.461996515177568
