model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,sigma_m_100_kms,n_shells,steps,flag_dissipation,time_dimensionless,time_gyr,rho_center_initial_code,rho_center_final_code,rho_center_fractional_change,u_center_initial_code,u_center_final_code,u_center_fractional_change,max_cooling_initial_code,output_dir
M1_dark_photon_massive,0.1,2.2000000000000005e-08,0.14777088468960564,0.016254797315856623,0.9999999999999994,48,25,False,0.020417394436350867,0.001019854703048163,32.45601011691302,30.870667139235728,-0.048845898555200495,0.048976924306993526,0.049682876284828904,0.01441397122878496,0.0,data\P2_born_controlled_sigma1_elastic\M1_eta0p1_sigma1_elastic
M2_scalar_phi_massive,0.1,1.39e-07,0.4598205052925115,0.31957525117829544,0.9999999999999999,48,25,False,0.020575947183645738,0.0010277744582115344,32.45601011691302,30.34133856442886,-0.06515500657248663,0.048976924306993526,0.050197642061480044,0.024924344918739738,0.0,data\P2_born_controlled_sigma1_elastic\M2_eta0p1_sigma1_elastic
