model_label,model_key,sigma_m_cm2_g,r_s_kpc,rho_0_msun_pc3,t_cross_gyr,viable,n_checkpoints,final_ratio,final_t_gyr,init_ratio,skipped
M1,M1_dark_photon_massive,0.6849213666863824,0.10090756983044573,10.0,0.019209821622871347,True,7,0.35559217642786306,0.026601305358857325,0.3629788702309376,no
M1,M1_dark_photon_massive,0.6849213666863824,0.11999999999999998,10.0,0.006281741912879671,True,5,0.3624296618789242,0.006651561932455552,0.3487702684316665,no
M1,M1_dark_photon_massive,1.0,0.014999999999999996,10.0,inf,False,4,0.7146246384123272,0.002660383095706701,0.5785603721296028,no
M1,M1_dark_photon_massive,1.0,0.01783810672504081,10.0,inf,False,4,0.8222106633980214,0.002660614632937593,0.558657415800948,no
M1,M1_dark_photon_massive,1.0,0.02121320343559642,10.0,inf,False,4,0.6662147565012841,0.002660977933271798,0.5379682637603689,no
M1,M1_dark_photon_massive,1.0,0.025226892457611432,10.0,inf,False,4,0.629962440012527,0.0026604356566052112,0.5167685061023886,no
M1,M1_dark_photon_massive,1.0,0.029999999999999995,10.0,inf,False,4,0.5956875856260592,0.002660216726655981,0.4953604991813157,no
M1,M1_dark_photon_massive,1.0,0.03567621345008163,10.0,inf,False,4,0.5628531382943968,0.0026605067080571775,0.47405614661498824,no
M1,M1_dark_photon_massive,1.0,0.042426406871192826,10.0,inf,False,4,0.5314934680741905,0.0026604851166619784,0.45315878316353,no
M1,M1_dark_photon_massive,1.0,0.050453784915222843,10.0,inf,False,7,0.5272259454043895,0.02660095331136078,0.43294635835480116,no
M1,M1_dark_photon_massive,1.0,0.05999999999999997,10.0,inf,False,7,0.46293087468277544,0.026601247847901056,0.4136577988644415,no
M1,M1_dark_photon_massive,1.0,0.07135242690016323,10.0,inf,False,7,0.4272158421744751,0.026601360261740273,0.39548377502383614,no
M1,M1_dark_photon_massive,1.0,0.08485281374238567,10.0,inf,False,7,0.4117729767567497,0.026600630061120633,0.37856230193353224,no
M1,M1_dark_photon_massive,1.0,0.10090756983044573,10.0,0.021505117067234722,True,7,0.35146995998422753,0.026600921807484714,0.3629788702309376,no
M1,M1_dark_photon_massive,1.0,0.11999999999999998,10.0,0.001692861857611146,True,4,0.34564409583009553,0.002660376265583876,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.014999999999999996,10.0,inf,False,4,0.719808345455099,0.002660120207916362,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.01783810672504081,10.0,inf,False,4,0.6870656923810234,0.002660748348753655,0.558657415800948,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.02121320343559642,10.0,inf,False,4,0.6386346496768861,0.002661199635852391,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.025226892457611432,10.0,inf,False,4,0.6414378226744821,0.002661395780824109,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.029999999999999995,10.0,inf,False,4,0.5828113546137392,0.002661919139097802,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.03567621345008163,10.0,inf,False,4,0.5263058870712596,0.0026613236001386295,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.042426406871192826,10.0,inf,False,5,0.5143807814669924,0.006650681385248083,0.45315878316353,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.050453784915222843,10.0,inf,False,6,0.3959539897631671,0.013301540250291876,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.05999999999999997,10.0,0.0037487186775213392,True,5,0.3152201434545162,0.006651722322908513,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.07135242690016323,10.0,0.0038350810065937197,True,5,0.3347484988696127,0.006651207285443605,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.08485281374238567,10.0,0.0016356196408418473,True,4,0.3481410446234715,0.00266330501899016,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.10090756983044573,10.0,0.002056138222368182,True,4,0.3555399724663721,0.002661926413728864,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.004999999999999999,0.11999999999999998,10.0,0.00018594328382009372,True,2,0.3312560851684053,0.0006672400667396216,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.014999999999999996,10.0,inf,False,4,0.7181715083981722,0.0026607641009310035,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.01783810672504081,10.0,inf,False,4,0.6857591564469194,0.002661300397766373,0.558657415800948,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.02121320343559642,10.0,inf,False,4,0.6373182631584525,0.002660457600832269,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.025226892457611432,10.0,inf,False,4,0.6396206410900727,0.0026608146476734262,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.029999999999999995,10.0,inf,False,4,0.589110594579771,0.002660993841469292,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.03567621345008163,10.0,inf,False,4,0.5372247932807416,0.0026618685839219286,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.042426406871192826,10.0,inf,False,7,0.4683606475716433,0.02660091960031797,0.45315878316353,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.050453784915222843,10.0,inf,False,7,0.38661686122807476,0.026600651451638563,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.05999999999999997,10.0,0.011358591829039207,True,6,0.35136509943414324,0.01330121027219622,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.07135242690016323,10.0,0.0027939163359401364,True,5,0.3175968727824333,0.006651939139001959,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.08485281374238567,10.0,0.002520841786912385,True,4,0.3607870781497393,0.00266015711735011,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.10090756983044573,10.0,0.0008162314711053189,True,3,0.3516806926353382,0.001333940748391592,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.007300108075456553,0.11999999999999998,10.0,0.0001581719313690515,True,2,0.31971009227439856,0.0006666968804131282,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.014999999999999996,10.0,inf,False,4,0.7169673750806618,0.0026607027302815167,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.01783810672504081,10.0,inf,False,4,0.6845847873758631,0.002660850270651313,0.558657415800948,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.02121320343559642,10.0,inf,False,4,0.7105570820764995,0.0026601562261166414,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.025226892457611432,10.0,inf,False,4,0.6361098301694206,0.002660576909372119,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.029999999999999995,10.0,inf,False,4,0.5920059060146339,0.0026610627093623875,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.03567621345008163,10.0,inf,False,4,0.5456420466787909,0.002660211870293115,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.042426406871192826,10.0,inf,False,4,0.5296387272681294,0.002660670678868251,0.45315878316353,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.050453784915222843,10.0,inf,False,7,0.4692895985329931,0.026600797069959825,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.05999999999999997,10.0,0.012400887683521907,True,6,0.35428223434848904,0.013300515214877698,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.07135242690016323,10.0,0.0024772506907835647,True,4,0.3606283552647307,0.0026611883538253805,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.08485281374238567,10.0,0.0016934514701238276,True,4,0.33771091146089893,0.002660283380814895,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.10090756983044573,10.0,0.0006336509002787121,True,2,0.36218606099286055,0.0006654964383430449,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.010658315582669208,0.11999999999999998,10.0,0.0001475449912203333,True,2,0.33127104737586943,0.0006658021654951554,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.014999999999999996,10.0,inf,False,4,0.7161632761350092,0.0026610385950989884,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.01783810672504081,10.0,inf,False,4,0.6837561032212633,0.0026604536130631065,0.558657415800948,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.02121320343559642,10.0,inf,False,4,0.6804894523803996,0.002661115094829961,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.025226892457611432,10.0,inf,False,4,0.6332463319027993,0.0026605871731934954,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.029999999999999995,10.0,inf,False,4,0.5929334885299051,0.0026611354467228833,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.03567621345008163,10.0,inf,False,4,0.5509143177890607,0.0026607781864316,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.042426406871192826,10.0,inf,False,4,0.5561126019009305,0.002660277748949247,0.45315878316353,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.050453784915222843,10.0,inf,False,7,0.45585522578468923,0.02660076861312385,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.05999999999999997,10.0,inf,False,7,0.38910654516096166,0.026601385457848386,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.07135242690016323,10.0,0.0030753612079475663,True,5,0.3521518046092334,0.006651207376348212,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.08485281374238567,10.0,0.0016262643415287797,True,4,0.3303539064768858,0.0026665297047151378,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.10090756983044573,10.0,0.0006040654417693,True,2,0.3602681335247131,0.0006660754769725947,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.015561371131161584,0.11999999999999998,10.0,0.00013479711630387162,True,2,0.3178194378093785,0.0006653723265925138,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.014999999999999996,10.0,inf,False,4,0.7156415961088506,0.0026611022684848275,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.01783810672504081,10.0,inf,False,4,0.6832260650054266,0.0026609376303788454,0.558657415800948,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.02121320343559642,10.0,inf,False,4,0.6729552530161661,0.00266032168097563,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.025226892457611432,10.0,inf,False,4,0.6315445210723628,0.0026603252973163194,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.029999999999999995,10.0,inf,False,4,0.593303387937208,0.002661315839976341,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.03567621345008163,10.0,inf,False,4,0.5541434126088314,0.0026609877969364774,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.042426406871192826,10.0,inf,False,4,0.8050831849170299,0.002660729371544256,0.45315878316353,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.050453784915222843,10.0,inf,False,7,0.44173569684150493,0.02660118122756612,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.05999999999999997,10.0,0.012075211519947497,True,6,0.3577601001713906,0.013300687128117675,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.07135242690016323,10.0,0.004106748235092397,True,5,0.33336435504640327,0.006650734114726332,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.08485281374238567,10.0,0.0019367979365513333,True,4,0.33697535965300995,0.0026604264076349753,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.10090756983044573,10.0,0.0006703000150290215,True,3,0.3301074690674859,0.0013314858111846666,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.02271993821195386,0.11999999999999998,10.0,0.0,True,6,0.21674573523115853,0.013303290447442715,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.014999999999999996,10.0,inf,False,4,0.7153022107263853,0.0026603954147504786,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.01783810672504081,10.0,inf,False,4,0.6828945954687868,0.0026603127206553676,0.558657415800948,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.02121320343559642,10.0,inf,False,4,0.6698770337300677,0.00266091563776628,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.025226892457611432,10.0,inf,False,4,0.6306989152487079,0.0026603120010738157,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.029999999999999995,10.0,inf,False,4,0.5936983495572618,0.002660970005536146,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.03567621345008163,10.0,inf,False,4,0.5563984840679498,0.002661202694165834,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.042426406871192826,10.0,inf,False,4,0.5173870627124844,0.002660628252539565,0.45315878316353,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.050453784915222843,10.0,inf,False,8,0.5800603297038788,0.05320254911167002,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.05999999999999997,10.0,inf,False,7,0.3851261161762986,0.026603390879847564,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.07135242690016323,10.0,0.005404680843195228,True,5,0.35841592315115056,0.006650800580490903,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.08485281374238567,10.0,0.0016801178656487327,True,4,0.335272591984569,0.0026608320407037365,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.10090756983044573,10.0,0.0008147226493302025,True,3,0.34196137476861466,0.001331659028351593,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.03317160088299166,0.11999999999999998,10.0,0.00013849894015173294,True,2,0.31524291336757493,0.0006654930429608948,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.014999999999999996,10.0,inf,False,4,0.7150787849868352,0.0026604280875788806,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.01783810672504081,10.0,inf,False,4,0.6826854466604475,0.002660281448031061,0.558657415800948,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.02121320343559642,10.0,inf,False,4,0.6683768180336135,0.0026607238059309117,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.025226892457611432,10.0,inf,False,4,0.6303105730877692,0.0026609758536197932,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.029999999999999995,10.0,inf,False,4,0.5941461668012772,0.0026604313730942547,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.03567621345008163,10.0,inf,False,4,0.5581546818221081,0.002660678465085361,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.042426406871192826,10.0,inf,False,4,0.52134949895557,0.0026605651380819913,0.45315878316353,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.050453784915222843,10.0,inf,False,8,0.5229441684874704,0.05320485459211156,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.05999999999999997,10.0,inf,False,8,0.5951011021945939,0.05320373109687554,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.07135242690016323,10.0,0.006809237142912294,True,6,0.33010732156769657,0.013301359765109731,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.08485281374238567,10.0,0.0026438862122153415,True,4,0.3638591341706781,0.002662315546027813,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.10090756983044573,10.0,0.0012754542540247631,True,3,0.36283864603777566,0.001331897109787568,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.04843125429634986,0.11999999999999998,10.0,0.00015436683702040648,True,2,0.3252512950517499,0.0006667876743567911,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.014999999999999996,10.0,inf,False,4,0.7149296613811345,0.0026610227136924605,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.01783810672504081,10.0,inf,False,4,0.6825505290594591,0.00266112455549158,0.558657415800948,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.02121320343559642,10.0,inf,False,4,0.6675561588551615,0.0026602035296789573,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.025226892457611432,10.0,inf,False,4,0.6301343103391813,0.002661191285816944,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.029999999999999995,10.0,inf,False,4,0.5945590212829955,0.0026611226322848995,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.03567621345008163,10.0,inf,False,4,0.5595227582259519,0.0026607557252949,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.042426406871192826,10.0,inf,False,4,0.5243352772977654,0.0026609127045176106,0.45315878316353,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.050453784915222843,10.0,inf,False,4,0.517002427788677,0.0026610433637114924,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.05999999999999997,10.0,inf,False,8,0.47950639211893364,0.053203215628829674,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.07135242690016323,10.0,0.007681724881896512,True,6,0.313730856815376,0.013304474787765157,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.08485281374238567,10.0,0.0030236007775289336,True,5,0.32855664978456567,0.006654929115152148,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.10090756983044573,10.0,0.002110693764801404,True,4,0.3446075351206053,0.002661324898570986,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.07071067811865475,0.11999999999999998,10.0,0.0002203273914518765,True,2,0.3481518940580435,0.000665480411401313,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.014999999999999996,10.0,inf,False,4,0.7148289770504058,0.0026601781926899985,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.01783810672504081,10.0,inf,False,4,0.682461464309164,0.002660375894144118,0.558657415800948,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.02121320343559642,10.0,inf,False,4,0.6670701778506839,0.0026607177927778073,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.025226892457611432,10.0,inf,False,4,0.6300520569396619,0.00266016302583261,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.029999999999999995,10.0,inf,False,4,0.594893159874875,0.002660566201125968,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.03567621345008163,10.0,inf,False,4,0.5605494426783908,0.0026602323730281654,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.042426406871192826,10.0,inf,False,4,0.5265517353666276,0.0026602203520594363,0.45315878316353,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.050453784915222843,10.0,inf,False,4,0.5224149240106192,0.0026606157127090028,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.05999999999999997,10.0,inf,False,8,0.429564699298197,0.05320170645160931,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.07135242690016323,10.0,0.012705616319198351,True,6,0.3610086967727603,0.013304291518226926,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.08485281374238567,10.0,0.004730776256224017,True,5,0.3475379585534559,0.006655347165677321,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.10090756983044573,10.0,0.002003343898482738,True,4,0.3531514097557544,0.002660684949121736,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.10323911847100017,0.11999999999999998,10.0,0.00019493631553265238,True,2,0.3288747747068826,0.0006661516058364999,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.014999999999999996,10.0,inf,False,4,0.7147607690807226,0.0026606538339763956,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.01783810672504081,10.0,inf,False,4,0.6824019379165938,0.0026605033748362005,0.558657415800948,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.02121320343559642,10.0,inf,False,4,0.666766200266547,0.0026608685508447963,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.025226892457611432,10.0,inf,False,4,0.6300115452042333,0.0026603361527779133,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.029999999999999995,10.0,inf,False,4,0.5951438432335758,0.002660161790714086,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.03567621345008163,10.0,inf,False,4,0.5612920186988812,0.0026611842910114394,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.042426406871192826,10.0,inf,False,4,0.5281500682562875,0.002660744811767792,0.45315878316353,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.050453784915222843,10.0,inf,False,4,0.5262218439320904,0.0026601606674625687,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.05999999999999997,10.0,inf,False,8,0.4304980749629484,0.053206287631039975,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.07135242690016323,10.0,0.020066987382051496,True,7,0.3573685517897963,0.02660323410436305,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.08485281374238567,10.0,0.009311702345392654,True,6,0.3273160673005082,0.013301623960298213,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.10090756983044573,10.0,0.0039131734998935925,True,5,0.2993587723748175,0.006652914120139077,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.15073134449063294,0.11999999999999998,10.0,0.0002379533622966867,True,2,0.3389463042750594,0.0006655751327930189,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.014999999999999996,10.0,inf,False,4,0.7147143099499802,0.0026609151462547538,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.01783810672504081,10.0,inf,False,4,0.6823617446908314,0.002660876429536382,0.558657415800948,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.02121320343559642,10.0,inf,False,4,0.6665696007637815,0.0026608402541056413,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.025226892457611432,10.0,inf,False,4,0.629990068645462,0.002660255524377848,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.029999999999999995,10.0,inf,False,4,0.5953241291324709,0.0026611107968675563,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.03567621345008163,10.0,inf,False,4,0.5618185434492118,0.0026602224142355194,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.042426406871192826,10.0,inf,False,4,0.5292809947461106,0.0026608037052124707,0.45315878316353,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.050453784915222843,10.0,inf,False,5,0.5206236107221387,0.006650265417199541,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.05999999999999997,10.0,inf,False,8,0.38664806970771914,0.053207502793483255,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.07135242690016323,10.0,0.023910478469072835,True,7,0.3556811407243766,0.026602847166295178,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.08485281374238567,10.0,0.007682208214658812,True,6,0.3465845707419287,0.013302551770844656,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.10090756983044573,10.0,0.003444249336939395,True,5,0.32465335435843024,0.006650997206344644,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.22007102102809875,0.11999999999999998,10.0,0.0003127870278279315,True,2,0.34906454234424494,0.0006652911039514736,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.014999999999999996,10.0,inf,False,4,0.7146825903096922,0.002660680694048022,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.01783810672504081,10.0,inf,False,4,0.978758939587792,0.002661067554187952,0.558657415800948,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.02121320343559642,10.0,inf,False,4,0.6664398180469998,0.002661107002828596,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.025226892457611432,10.0,inf,False,4,0.629977843837914,0.0026600696668023253,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.029999999999999995,10.0,inf,False,4,0.5954511656412816,0.00266078426507537,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.03567621345008163,10.0,inf,False,4,0.5621851921339986,0.0026607978359016763,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.042426406871192826,10.0,inf,False,4,0.5300702826876669,0.0026603876976280644,0.45315878316353,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.050453784915222843,10.0,inf,False,5,0.5249616021354,0.006650257699471017,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.05999999999999997,10.0,inf,False,8,0.3914092036028712,0.05320249276084336,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.07135242690016323,10.0,0.027316580265556365,True,8,0.34433642501843215,0.05320808923357612,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.08485281374238567,10.0,0.013593639438918208,True,7,0.31985223518216854,0.0266053684893409,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.10090756983044573,10.0,0.006966773978230546,True,6,0.3181533755448502,0.013303797353125443,0.3629788702309376,no
M2,M2_scalar_phi_massive,0.3213084475562387,0.11999999999999998,10.0,0.000469469860213064,True,2,0.3587956553612001,0.0006662136747121688,0.3487702684316665,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.014999999999999996,10.0,inf,False,4,0.7146609253788395,0.002660870428239377,0.5785603721296028,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.01783810672504081,10.0,inf,False,4,0.8761277598202408,0.0026607850296915315,0.558657415800948,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.02121320343559642,10.0,inf,False,4,0.6663529047342633,0.0026601104732033747,0.5379682637603689,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.025226892457611432,10.0,inf,False,4,0.6299704700555429,0.002660228933732691,0.5167685061023886,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.029999999999999995,10.0,inf,False,4,0.5955394219348693,0.002660431065370643,0.4953604991813157,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.03567621345008163,10.0,inf,False,4,0.5624390541396428,0.0026602177298314924,0.47405614661498824,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.042426406871192826,10.0,inf,False,4,0.5306160118216052,0.002660555597281279,0.45315878316353,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.050453784915222843,10.0,inf,False,6,0.521547549686445,0.013300977835674374,0.43294635835480116,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.05999999999999997,10.0,inf,False,7,0.4516679180673523,0.026601732566603184,0.4136577988644415,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.07135242690016323,10.0,0.010100974717423775,True,6,0.3193801051262524,0.013300734702072145,0.39548377502383614,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.08485281374238567,10.0,0.02104278915979549,True,7,0.3479466266568164,0.02660317200666856,0.37856230193353224,no
M2,M2_scalar_phi_massive,0.46911727854354146,0.10090756983044573,10.0,0.007515581740722608,True,6,0.344282029770949,0.013302815294097593,0.3629788702309376,no
