model_label,model_key,sigma_m_cm2_g,r_s_kpc,rho_0_msun_pc3,t_cross_gyr,viable,n_checkpoints,final_ratio,final_t_gyr,init_ratio,skipped
M1,M1_dark_photon_massive,0.03317160088299166,0.029999999999999995,10.0,inf,False,4,0.5944989773667377,0.0026602479402296876,0.4953604991813157,no
M1,M1_dark_photon_massive,0.03317160088299166,0.03567621345008163,10.0,inf,False,4,0.559038430732097,0.0026609909571035663,0.47405614661498824,no
M1,M1_dark_photon_massive,0.03317160088299166,0.042426406871192826,10.0,inf,False,4,0.5229402567440051,0.002661182586659337,0.45315878316353,no
M1,M1_dark_photon_massive,0.03317160088299166,0.050453784915222843,10.0,inf,False,8,0.5150219207305222,0.05320165515756589,0.43294635835480116,no
M1,M1_dark_photon_massive,0.03317160088299166,0.05999999999999997,10.0,inf,False,7,0.39864424902083634,0.026602943848715265,0.4136577988644415,no
M1,M1_dark_photon_massive,0.03317160088299166,0.07135242690016323,10.0,0.008031517594944729,True,6,0.3346182239653907,0.013311447232143364,0.39548377502383614,no
M1,M1_dark_photon_massive,0.03317160088299166,0.08485281374238567,10.0,0.0030190765128543773,True,5,0.322111097223086,0.00665175160667091,0.37856230193353224,no
M1,M1_dark_photon_massive,0.03317160088299166,0.10090756983044573,10.0,0.001371342532398443,True,4,0.31165840647976517,0.002661536119448767,0.3629788702309376,no
M1,M1_dark_photon_massive,0.03317160088299166,0.11999999999999998,10.0,0.00015677352580227121,True,2,0.32679396747269,0.0006670137418929551,0.3487702684316665,no
M1,M1_dark_photon_massive,0.04843125429634986,0.014999999999999996,10.0,inf,False,4,0.7148363845794401,0.002660586389341059,0.5785603721296028,no
M1,M1_dark_photon_massive,0.04843125429634986,0.01783810672504081,10.0,inf,False,4,0.6824827981301587,0.002660900852582744,0.558657415800948,no
M1,M1_dark_photon_massive,0.04843125429634986,0.02121320343559642,10.0,inf,False,4,0.6671973373987322,0.00266056463976508,0.5379682637603689,no
M1,M1_dark_photon_massive,0.04843125429634986,0.025226892457611432,10.0,inf,False,4,0.6301204424368296,0.0026611195206338143,0.5167685061023886,no
M1,M1_dark_photon_massive,0.04843125429634986,0.029999999999999995,10.0,inf,False,4,0.5948423843603692,0.0026604590283498047,0.4953604991813157,no
M1,M1_dark_photon_massive,0.04843125429634986,0.03567621345008163,10.0,inf,False,4,0.5601918454479503,0.002660175195160947,0.47405614661498824,no
M1,M1_dark_photon_massive,0.04843125429634986,0.042426406871192826,10.0,inf,False,4,0.5255242751128972,0.0026608095126031783,0.45315878316353,no
M1,M1_dark_photon_massive,0.04843125429634986,0.050453784915222843,10.0,inf,False,4,0.5193245942740731,0.002660557508944024,0.43294635835480116,no
M1,M1_dark_photon_massive,0.04843125429634986,0.05999999999999997,10.0,inf,False,8,0.4948091423275326,0.0532025474257789,0.4136577988644415,no
M1,M1_dark_photon_massive,0.04843125429634986,0.07135242690016323,10.0,0.008244605134671491,True,6,0.3167156431556562,0.013300972490091807,0.39548377502383614,no
M1,M1_dark_photon_massive,0.04843125429634986,0.08485281374238567,10.0,0.0034099552327415076,True,5,0.33624178135977106,0.006650451890961996,0.37856230193353224,no
M1,M1_dark_photon_massive,0.04843125429634986,0.10090756983044573,10.0,0.002450614759197858,True,4,0.354166747992444,0.0026638269419036677,0.3629788702309376,no
M1,M1_dark_photon_massive,0.04843125429634986,0.11999999999999998,10.0,0.0002506259158423585,True,2,0.3524507144831355,0.0006655190102119557,0.3487702684316665,no
M1,M1_dark_photon_massive,0.07071067811865475,0.014999999999999996,10.0,inf,False,4,0.7147658497013281,0.00266016766474787,0.5785603721296028,no
