redshift,h,concentration_scatter_dex,tau_min,tau_max,profile_chi2_threshold,isolated_M200_msun,isolated_c200,isolated_c200_median,isolated_concentration_offset_sigma,threshold_reached,minimum_offset_sigma_at_threshold_grid,minimum_offset_sigma_at_threshold_interpolated,threshold_profile_chi2,threshold_M200_msun,threshold_c200,threshold_tau_rt_over_rs,threshold_r_t_pc,penalized_offset_sigma,penalized_profile_chi2,penalized_score_chi2_plus_z2,penalized_M200_msun,penalized_c200,penalized_tau_rt_over_rs
0.881,0.674,0.11,1.0,100.0,2.3,3092670.364218304,219.033109403846,15.503258152743529,10.455334451939615,True,6.5,6.357022848434968,0.6801436058827321,29111569.087825328,67.51190354481841,1.0,68.53487233270639,6.25,3.5125129327057243,42.575012932705725,29318376.85564975,63.33448862577872,1.0000000007350904
