snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,39.682294742972616,0.04239157818959506,11.84691460043992,21.723102634843123,8.709087483147023,0.08751589579305356,3.6831031732607964,0.11383033165083241,0.9550381857414381,0.13883079608098425
1,0.050014655101631195,30.827866408698164,0.043799929682271414,12.042098406298967,21.70975192868855,7.916798023148879,0.08904477443601047,3.583680465036735,0.11536882048925544,0.9831263605766138,0.1391316110714696
2,0.10000240373404105,22.975064370247882,0.047184768161239364,12.49874414656396,21.705118575921844,7.150122876718789,0.09150833012070682,3.4942688666104402,0.1170175597550668,1.0109339709549072,0.13942081980572557
3,0.15002108093156027,16.035748210632008,0.054727699860722366,13.46074394615381,21.706081063863746,6.431009827808363,0.09490621450008029,3.4092436427005195,0.11875012430095118,1.0384172764001096,0.13972559086605751
4,0.20006242188325207,10.72551292357728,0.06792877451072211,14.996584366002372,21.71125300183282,5.772841463408624,0.0992804102512696,3.3298957931020947,0.12067452157452625,1.0655067408611898,0.14006164257405543
5,0.2500896033024229,7.581700715698952,0.083143847946819,16.591304166249806,21.720411625758466,5.1871223042446255,0.1046239123792464,3.251444979266469,0.12282629687173512,1.0920929337856808,0.14044267807099708
6,0.30014985836421254,5.754533715384515,0.09899761165653174,18.104136852366324,21.733904287699914,4.6908122418545535,0.11062388644512168,3.176900740535923,0.12528130255855086,1.1180748312124835,0.14088352487538613
7,0.3501534316305201,4.720030629161942,0.11344267671981108,19.379996660815085,21.751310653731867,4.253210036749267,0.11793199782056413,3.1035338057609385,0.1280888905808012,1.1432518924784576,0.14139771246188249
8,0.4001104622185908,4.210372303696373,0.12285147937182807,20.167666939652783,21.773162551037387,3.9321704774411264,0.12483889543583225,3.0335911989996895,0.13131052364259518,1.1674362734563084,0.14200416510942088
9,0.4500136317846137,3.9304680908244545,0.12938855531552404,20.69728582095347,21.800485112724186,3.7276964923051175,0.13036687289474141,2.9781665482654924,0.13457007497631907,1.1903990156003068,0.1427262161925808
10,0.5000314516463235,3.7691961880808713,0.1343032018820927,21.086701417556757,21.83887323973145,3.6027349882265565,0.13481022680766733,2.942401552812844,0.1376152059933775,1.2122371158918999,0.14356724730472817
