model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,eta_requested,target_sigma_m_100_kms,threshold_velocity_requested_kms,n_shells,flag_dissipation,t_epsilon,r_epsilon,sigma_m_100_kms,scale_t_gyr,target_time_gyr,current_time_gyr,current_time_dimensionless,steps_this_call,total_conduction_steps,n_snapshots,rho_center_initial_code,rho_center_start_code,rho_center_final_code,rho_center_fractional_change_from_initial,u_center_initial_code,u_center_start_code,u_center_final_code,u_center_fractional_change_from_initial,max_cooling_initial_code,max_cooling_final_code,max_cooling_seen_code,v_threshold_kms,v_max_initial_kms,v_max_final_kms,v_central_start_kms,v_central_final_kms,v_max_to_threshold_final,diagnostic_path,trajectory_path,output_dir
M1_dark_photon_massive,0.1,1.390812570067023e-07,0.9910052615313223,0.6891512873701604,0.1,0.1,500.0,192,True,0.005,1e-08,0.09999999999999996,0.0499502865670473,0.5,0.5000929571934571,10.011813576328377,17704,17704,11,43.188122892355445,44.14626630350791,5.977212007343914,-0.8616005603614248,0.039093467363716584,0.03966157844079252,0.1029305524515134,1.632934845453112,0.0,0.0,0.0,500.0,21.639381692002544,21.6609639012963,11.45909875772933,18.460251653417714,0.0433219278025926,data\P6_parameter_scan_highres_n192\M1_eta0p1_sigma0p1_vstar500\b1938_snapshot_diagnostics.csv,data\P6_parameter_scan_highres_n192\M1_eta0p1_sigma0p1_vstar500\fluid_trajectory.csv,data\P6_parameter_scan_highres_n192\M1_eta0p1_sigma0p1_vstar500
M2_scalar_phi_massive,0.1,1.390812570067023e-07,0.9910052615313223,0.6891512873701604,0.1,0.1,500.0,192,True,0.005,1e-08,0.09999999999999996,0.0499502865670473,0.5,0.5000929571934571,10.011813576328377,17704,17704,11,43.188122892355445,44.14626630350791,5.977212007343914,-0.8616005603614248,0.039093467363716584,0.03966157844079252,0.1029305524515134,1.632934845453112,0.0,0.0,0.0,500.0,21.639381692002544,21.6609639012963,11.45909875772933,18.460251653417714,0.0433219278025926,data\P6_parameter_scan_highres_n192\M2_eta0p1_sigma0p1_vstar500\b1938_snapshot_diagnostics.csv,data\P6_parameter_scan_highres_n192\M2_eta0p1_sigma0p1_vstar500\fluid_trajectory.csv,data\P6_parameter_scan_highres_n192\M2_eta0p1_sigma0p1_vstar500
