model,source_run_dir,source_snapshot_idx,source_snapshot_time_gyr,source_mass_chi2,lambda,mu,r_s_sim_kpc,rho_s_sim_msun_pc3,r_s_phys_kpc,rho_s_phys_msun_pc3,sigma_m_elastic_guess_cm2_g,t_evo_phys_gyr,eta_B,m_chi_GeV,m_mediator_keV,v_threshold_kms,sigma_m_100_kms,flag_dissipation,n_shells,t_epsilon,steps,completed,t_final_gyr,v_max_final_kms,max_cooling_seen_code,M_inner_direct_msun,M_outer_direct_msun,mass_ratio_direct,mass_ratio_offset_sigma,mass_residual_inner_sigma,mass_residual_outer_sigma,mass_chi2_direct,posthoc_common_mass_scale,posthoc_common_scale_chi2,output_dir
M2_scalar_phi_massive,D:\graverthermal-sidm\data\P6_final_n192_early\runs\M2_eta0p1_sigma0p1_vstar20\M2_eta0p1_sigma0p1_vstar20,3,0.0300091660150855,5.36391883423443e-16,0.002780725549601328,0.0001692065865605,3.6,0.00709,0.01001061197856478,55.79420809799045,0.004569818905625679,0.00033828480037779703,0.1,0.017455836557389245,1.9422237524041944e-05,20.0,0.09999999999999999,True,192,0.005,1424,True,0.00033838238922707215,5.343431451505815,2.6680353016138384e-31,424991.1120282269,1166984.0365222518,0.36417902792805107,-0.00011974791479367349,-0.0004232367511001593,-0.0004093199422618804,3.466721626150873e-07,1.0000159497295802,1.4706116519895539e-08,D:\graverthermal-sidm\data\P6_final_direct_time_n192_refined\M2_eta0p1_sigma0p1_vstar20\t0p03_n192
