model,source_run_dir,source_snapshot_idx,source_snapshot_time_gyr,source_mass_chi2,lambda,mu,r_s_sim_kpc,rho_s_sim_msun_pc3,r_s_phys_kpc,rho_s_phys_msun_pc3,sigma_m_elastic_guess_cm2_g,t_evo_phys_gyr,eta_B,m_chi_GeV,m_mediator_keV,v_threshold_kms,sigma_m_100_kms,n_shells,t_epsilon,steps,completed,t_final_gyr,v_max_final_kms,max_cooling_seen_code,M_inner_direct_msun,M_outer_direct_msun,mass_ratio_direct,mass_ratio_offset_sigma,mass_residual_inner_sigma,mass_residual_outer_sigma,mass_chi2_direct,posthoc_common_mass_scale,posthoc_common_scale_chi2,output_dir
M2_scalar_phi_massive,D:\graverthermal-sidm\data\P6_eta_scan_n96\runs\M2_eta0p3_sigma0p1_vstar20\M2_eta0p3_sigma0p1_vstar20,1,0.0500525414250469,0.0243041275015356,0.002720200478156222,0.0001666520212853,3.6,0.00709,0.0097927217213624,58.70216013669891,0.004440084545205592,0.0005500753831340689,0.29999999999999993,0.036309603240863415,4.039988208123133e-05,20.0,0.09999999999999991,96,0.005,2398,True,0.0005501030008781712,5.37750155975952,8.979113740512767e-31,427699.7195019894,1163543.4812284075,0.3675837872860985,0.1546420410873611,0.1285580715233061,-0.08862868645109045,0.02438222181583719,1.0000198408975003,0.02438170812933986,D:\graverthermal-sidm\data\P6_eta_direct_best_n96\M2_eta0p3_sigma0p1_vstar20\t0p0500525_n96
