orbit_prior,sample_count,effective_sample_size,host_scale_radius_pc,host_max_radius_pc,projected_radius_pc,current_radius_p16_pc,current_radius_median_pc,current_radius_p84_pc,abs_los_p16_pc,abs_los_median_pc,abs_los_p84_pc,pericentre_p16_pc,pericentre_median_pc,pericentre_p84_pc,predicted_rt_p16_pc,predicted_rt_median_pc,predicted_rt_p84_pc,posterior_probability_current_r_lt_10kpc,free_pj_rt_mean_pc,free_pj_rt_sigma_pc
phase_mixed,250000,7256.491335678447,10000.0,200000.0,1520.0,6037.471915627049,8154.01459833304,11454.805200160226,5843.001551596609,8011.089443148285,11353.508804487981,4625.406432217082,5861.996546086945,7219.439913488263,125.03136875080759,143.2816749874457,160.8740653089675,0.732736001028599,149.0,18.0
phase_mixed,250000,7930.539543830442,30000.0,200000.0,1520.0,6304.328192465107,8567.916732502656,12117.291908962414,6118.345679399003,8432.010266523024,12021.579064623997,4741.8117217452045,5963.055097626232,7341.45489052647,126.85414075960588,144.66063796430768,162.70177156179238,0.6845168811272179,149.0,18.0
phase_mixed,250000,8356.472486799667,100000.0,200000.0,1520.0,6473.9442490198,8921.70647152153,12916.44048962047,6292.976570735474,8791.271032295785,12826.692282504288,4824.49988385094,6058.002177515327,7480.791803709189,127.84054824640063,145.78361117395232,163.84377511784925,0.6333876321001268,149.0,18.0
