model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,eta_requested,target_sigma_m_100_kms,threshold_velocity_requested_kms,n_shells,flag_dissipation,t_epsilon,r_epsilon,sigma_m_100_kms,scale_t_gyr,target_time_gyr,current_time_gyr,current_time_dimensionless,steps_this_call,total_conduction_steps,n_snapshots,rho_center_initial_code,rho_center_start_code,rho_center_final_code,rho_center_fractional_change_from_initial,u_center_initial_code,u_center_start_code,u_center_final_code,u_center_fractional_change_from_initial,max_cooling_initial_code,max_cooling_final_code,max_cooling_seen_code,v_threshold_kms,v_max_initial_kms,v_max_final_kms,v_central_start_kms,v_central_final_kms,v_max_to_threshold_final,diagnostic_path,trajectory_path,output_dir
M1_dark_photon_massive,0.1,1.390812570067023e-07,0.9910052615313223,0.6891512873701604,0.1,0.1,500.0,96,True,0.005,1e-08,0.09999999999999996,0.0499502865670473,0.5,0.5000049439852337,10.010051560246541,5427,5427,11,38.73284087110023,39.682294742972616,5.956417737834246,-0.8462178966511461,0.041723412359725674,0.04239157818959506,0.10344957916006624,1.479413195357984,0.0,0.0,0.0,500.0,21.638864184678543,21.72243291544884,11.84691460043992,18.506735983344544,0.04344486583089768,data\P6_parameter_scan_highres\M1_eta0p1_sigma0p1_vstar500\b1938_snapshot_diagnostics.csv,data\P6_parameter_scan_highres\M1_eta0p1_sigma0p1_vstar500\fluid_trajectory.csv,data\P6_parameter_scan_highres\M1_eta0p1_sigma0p1_vstar500
M2_scalar_phi_massive,0.1,1.390812570067023e-07,0.9910052615313223,0.6891512873701604,0.1,0.1,500.0,96,True,0.005,1e-08,0.09999999999999996,0.0499502865670473,0.5,0.5000049439852337,10.010051560246541,5427,5427,11,38.73284087110023,39.682294742972616,5.956417737834246,-0.8462178966511461,0.041723412359725674,0.04239157818959506,0.10344957916006624,1.479413195357984,0.0,0.0,0.0,500.0,21.638864184678543,21.72243291544884,11.84691460043992,18.506735983344544,0.04344486583089768,data\P6_parameter_scan_highres\M2_eta0p1_sigma0p1_vstar500\b1938_snapshot_diagnostics.csv,data\P6_parameter_scan_highres\M2_eta0p1_sigma0p1_vstar500\fluid_trajectory.csv,data\P6_parameter_scan_highres\M2_eta0p1_sigma0p1_vstar500
