model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,eta_requested,target_sigma_m_100_kms,threshold_velocity_requested_kms,n_shells,flag_dissipation,t_epsilon,r_epsilon,sigma_m_100_kms,scale_t_gyr,target_time_gyr,current_time_gyr,current_time_dimensionless,steps_this_call,total_conduction_steps,n_snapshots,rho_center_initial_code,rho_center_start_code,rho_center_final_code,rho_center_fractional_change_from_initial,u_center_initial_code,u_center_start_code,u_center_final_code,u_center_fractional_change_from_initial,max_cooling_initial_code,max_cooling_final_code,max_cooling_seen_code,v_threshold_kms,v_max_initial_kms,v_max_final_kms,v_central_start_kms,v_central_final_kms,v_max_to_threshold_final,diagnostic_path,trajectory_path,output_dir
M1_dark_photon_massive,0.1,2.2000000000000005e-08,0.14777088468960564,0.016254797315856623,0.1,1.0,,96,True,0.005,1e-08,0.9999999999999994,0.0499502865670473,0.5,0.5000409714846399,10.010772827367958,14579,15206,15,38.73284087110023,13.899665655256765,2.713587876661026,-0.9299409024581587,0.041723412359725674,0.06608905786270175,0.12959935928562935,2.106154361687052,1.0498318535201275e-36,1.663396918381987e-36,1.6635170764044013e-36,198.85981963287605,21.719570230491794,21.298204824268993,14.792114015350622,20.714139299005424,0.10710159982840453,data\P2_born_convergence_eta0p1_sigma1_n96_teps5\M1_eta0p1_sigma1\b1938_snapshot_diagnostics.csv,data\P2_born_convergence_eta0p1_sigma1_n96_teps5\M1_eta0p1_sigma1\fluid_trajectory.csv,data\P2_born_convergence_eta0p1_sigma1_n96_teps5\M1_eta0p1_sigma1
M2_scalar_phi_massive,0.1,1.39e-07,0.4598205052925115,0.31957525117829544,0.1,1.0,,96,True,0.005,1e-08,0.9999999999999999,0.0499502865670473,0.5,0.5000444246953972,10.010841960319834,12806,13406,15,38.73284087110023,12.533092611637192,2.9227007362926933,-0.9245420508653315,0.041723412359725674,0.07170565820911116,0.1266939497393383,2.0365193682392113,0.0,0.0,0.0,499.8539183489865,21.72478059736103,21.389017454933384,15.407854852249436,20.480634307224044,0.04279053673437459,data\P2_born_convergence_eta0p1_sigma1_n96_teps5\M2_eta0p1_sigma1\b1938_snapshot_diagnostics.csv,data\P2_born_convergence_eta0p1_sigma1_n96_teps5\M2_eta0p1_sigma1\fluid_trajectory.csv,data\P2_born_convergence_eta0p1_sigma1_n96_teps5\M2_eta0p1_sigma1
