scan_point_id,model,eta_B,sigma_m_100_kms,vstar_kms,n_time_rows,max_direct_t_evo_phys_gyr,vmax_phys_kms_max_over_scan,threshold_ratio_vmax_over_vstar,max_cooling_code_over_scan,cooling_min_shell_index_initial_state,cooling_min_shell_radius_pc_initial_state,cooling_min_shell_density_msun_pc3_initial_state,min_cooling_time_code_initial_state,min_cooling_time_gyr_initial_state,local_dynamical_time_code_initial_state,local_dynamical_time_gyr_initial_state,cooling_to_dynamical_time_initial_state,cosmic_age_at_lens_gyr,cooling_to_cosmic_age_initial_state,max_fractional_cooling_rate_per_gyr_initial_state,born_eta,m_chi_GeV,m_mediator_keV,activity_class,status
M1_eta0p1_sigma0p1_vstar1,M1_dark_photon_massive,0.1,0.09999999999999988,1.0,7,0.0011297781811454,5.343777930616317,5.343777930616317,3.0250904327466273e-31,0,0.18641999921096533,4940.556708154864,8.91950038299612e+28,5.018692590683076e+25,0.10634647305066577,5.9837461004219773e-05,8.387208458475794e+29,6.37,7.878638289926336e+24,1.9925508126487853e-26,0.09999999999999999,0.000367638103344058,1.0226313907330305e-09,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma10_vstar1,M1_dark_photon_massive,0.1,9.999999999999982,1.0,7,0.0011814539206793,5.343777930616317,5.343777930616317,3.0250904327466246e-29,0,0.18641999921096533,4940.556708154864,8.919500382996126e+26,5.018692590683079e+23,0.10634647305066577,5.9837461004219773e-05,8.3872084584758e+27,6.37,7.878638289926341e+22,1.992550812648784e-24,0.1,7.920522832219654e-05,2.2031925433107906e-10,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma1_vstar1,M1_dark_photon_massive,0.1,0.9999999999999982,1.0,7,0.0011450610971685,5.343777930616317,5.343777930616317,3.0250904327466266e-30,0,0.18641999921096533,4940.556708154864,8.919500382996123e+27,5.018692590683077e+24,0.10634647305066577,5.9837461004219773e-05,8.387208458475796e+28,6.37,7.878638289926337e+23,1.9925508126487848e-25,0.10000000000000002,0.00017064249152923608,4.74663444412834e-10,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma0p1_vstar1,M2_scalar_phi_massive,0.1,0.09999999999999988,1.0,7,0.0011297781811454,5.343777930616317,5.343777930616317,2.366936412202916e-31,0,0.18641999921096533,4940.556708154864,1.1399670533763484e+29,6.414198059018332e+25,0.10634647305066577,5.9837461004219773e-05,1.0719368688731627e+30,6.37,1.0069384708035057e+25,1.5590413498286117e-26,0.09999999999999999,0.000367638103344058,1.0226313907330305e-09,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma10_vstar1,M2_scalar_phi_massive,0.1,9.999999999999982,1.0,7,0.0011814539206793,5.343777930616317,5.343777930616317,2.3669364122029144e-29,0,0.18641999921096533,4940.556708154864,1.1399670533763492e+27,6.414198059018336e+23,0.10634647305066577,5.9837461004219773e-05,1.0719368688731634e+28,6.37,1.0069384708035063e+23,1.5590413498286105e-24,0.1,7.920522832219654e-05,2.2031925433107906e-10,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma1_vstar1,M2_scalar_phi_massive,0.1,0.9999999999999982,1.0,7,0.0011450610971685,5.343777930616317,5.343777930616317,2.3669364122029152e-30,0,0.18641999921096533,4940.556708154864,1.1399670533763489e+28,6.414198059018334e+24,0.10634647305066577,5.9837461004219773e-05,1.0719368688731631e+29,6.37,1.0069384708035061e+24,1.5590413498286108e-25,0.10000000000000002,0.00017064249152923608,4.74663444412834e-10,threshold_reachable_but_slow_cooling,complete
