scan_point_id,model,eta_B,sigma_m_100_kms,vstar_kms,n_time_rows,max_direct_t_evo_phys_gyr,vmax_phys_kms_max_over_scan,threshold_ratio_vmax_over_vstar,max_cooling_code_over_scan,min_cooling_time_code_initial_state,min_cooling_time_gyr_initial_state,max_fractional_cooling_rate_per_gyr_initial_state,born_eta,m_chi_GeV,m_mediator_keV,activity_class,status
M1_eta0p1_sigma0p1_vstar1,M1_dark_photon_massive,0.1,0.09999999999999988,1.0,7,0.001098266136058,5.366197917784254,5.366197917784254,3.1182596411191333e-31,8.652998267904842e+28,4.746032485591941e+25,2.1070230830400156e-26,0.09999999999999999,0.000367638103344058,1.0226313907330305e-09,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma10_vstar1,M1_dark_photon_massive,0.1,9.999999999999982,1.0,7,0.0011976545684169,5.365846036778765,5.365846036778765,3.118338527227202e-29,8.652998267904851e+26,4.7460324855919466e+23,2.107023083040013e-24,0.1,7.920522832219654e-05,2.2031925433107906e-10,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma1_vstar1,M1_dark_photon_massive,0.1,0.9999999999999982,1.0,7,0.001098278009468,5.3657807860517295,5.3657807860517295,3.1182596411191315e-30,8.65299826790485e+27,4.7460324855919454e+24,2.1070230830400136e-25,0.10000000000000002,0.00017064249152923608,4.74663444412834e-10,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma0p1_vstar1,M2_scalar_phi_massive,0.1,0.09999999999999988,1.0,7,0.001098266136058,5.366197917784254,5.366197917784254,2.440142194997864e-31,1.105767333100236e+29,6.0649586674085736e+25,1.648815853228689e-26,0.09999999999999999,0.000367638103344058,1.0226313907330305e-09,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma10_vstar1,M2_scalar_phi_massive,0.1,9.999999999999982,1.0,7,0.0011976545684169,5.365846036778765,5.365846036778765,2.4402047962758398e-29,1.1057673331002367e+27,6.064958667408578e+23,1.6488158532286878e-24,0.1,7.920522832219654e-05,2.2031925433107906e-10,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma1_vstar1,M2_scalar_phi_massive,0.1,0.9999999999999982,1.0,7,0.001098278009468,5.3657807860517295,5.3657807860517295,2.4401421949978624e-30,1.1057673331002367e+28,6.064958667408579e+24,1.6488158532286877e-25,0.10000000000000002,0.00017064249152923608,4.74663444412834e-10,threshold_reachable_but_slow_cooling,complete
