scan_point_id,model,eta_B,sigma_m_100_kms,vstar_kms,n_time_rows,max_direct_t_evo_phys_gyr,vmax_phys_kms_max_over_scan,threshold_ratio_vmax_over_vstar,max_cooling_code_over_scan,min_cooling_time_code_initial_state,min_cooling_time_gyr_initial_state,max_fractional_cooling_rate_per_gyr_initial_state,born_eta,m_chi_GeV,m_mediator_keV,activity_class,status
M1_eta0p1_sigma0p1_vstar5,M1_dark_photon_massive,0.1,0.09999999999999988,5.0,7,0.0011294094182391,5.343777930616317,1.0687555861232634,3.218003499516207e-30,1.5450389194714508e+28,8.69339654074179e+24,1.1502983848872858e-25,0.1,0.002944671869320529,2.0477433252868752e-07,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma10_vstar5,M1_dark_photon_massive,0.1,9.99999999999998,5.0,7,0.0011824252410318,5.343777930616317,1.0687555861232634,3.218003499516205e-28,1.5450389194714525e+26,8.6933965407418e+22,1.1502983848872845e-23,0.1,0.0006344103226025183,4.411729256279288e-08,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma1_vstar5,M1_dark_photon_massive,0.1,0.999999999999999,5.0,7,0.0011436845730162,5.343777930616317,1.0687555861232634,3.21800349951621e-29,1.54503891947145e+27,8.693396540741786e+23,1.1502983848872864e-24,0.10000000000000002,0.0013667956067291837,9.50478255275666e-08,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma0p1_vstar5,M2_scalar_phi_massive,0.1,0.09999999999999988,5.0,7,0.0011294094182391,5.343777930616317,1.0687555861232634,2.332886942157213e-30,2.1794711558060216e+28,1.226312604022444e+25,8.154527619791942e-26,0.1,0.002944671869320529,2.0477433252868752e-07,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma10_vstar5,M2_scalar_phi_massive,0.1,9.99999999999998,5.0,7,0.0011824252410318,5.343777930616317,1.0687555861232634,2.332886942157212e-28,2.1794711558060213e+26,1.2263126040224438e+23,8.154527619791945e-24,0.1,0.0006344103226025183,4.411729256279288e-08,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma1_vstar5,M2_scalar_phi_massive,0.1,0.999999999999999,5.0,7,0.0011436845730162,5.343777930616317,1.0687555861232634,2.332886942157215e-29,2.1794711558060185e+27,1.2263126040224423e+24,8.154527619791954e-25,0.10000000000000002,0.0013667956067291837,9.50478255275666e-08,threshold_reachable_but_slow_cooling,complete
