snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,32.45601011691302,0.048976924306993526,12.733893680442758,21.99341015694238,9.290489343448707,0.08810537987752666,3.950468715693014,0.11519179252524436,1.0348186426552712,0.14160762994458947
1,0.001019854703048163,30.870667139235728,0.049682876284828904,12.825338327825806,21.99302161700479,9.19981370800867,0.08829157490993883,3.9551263595042903,0.11495926658998637,1.0356709781922477,0.14154803383688225
2,0.002000691055609709,29.381866931985805,0.05045999530715061,12.925253457425423,21.992622362551803,9.114464509988311,0.0884639471279309,3.9589974504036016,0.11474992960952221,1.0365017544869652,0.14148930840033203
3,0.003027053910767595,27.86925252555612,0.05137462852758723,13.04186836875104,21.992177133419695,9.026758716736014,0.08864069616205472,3.962445047008182,0.11454478176622795,1.037382818992033,0.14142636664362576
4,0.004008640691379339,26.473740263732847,0.05234126011538503,13.163990259509523,21.992366314270225,8.944198964539973,0.08880846166624308,3.965201582076549,0.11436081919322796,1.0382367430044972,0.14136474066926283
5,0.005037989532206573,25.071197386345396,0.05344420160386519,13.30196381296064,21.99265252648839,8.858845727507354,0.08898475796486774,3.967561958275227,0.11417969676282749,1.0391441147439784,0.1412986167351376
6,0.006015719871831646,23.802264892388546,0.05456795341760797,13.44108409002826,21.992910643394495,8.77882001078977,0.08915378561759237,3.969333313668403,0.11401796158241449,1.0400172468814184,0.1412343962787925
7,0.007043498286662895,22.539306826558157,0.055818575788910176,13.594237118764331,21.99316729997082,8.695704150708826,0.08933416959979579,3.970731539847268,0.1138579655537897,1.0409468318543118,0.14116542162454812
8,0.008011333504463144,21.419136592252013,0.05705043514929328,13.74342402310969,21.993395020210873,8.61830881619078,0.08950737750359598,3.971638380386706,0.11371605719081385,1.0418331073746623,0.1410991168321763
9,0.00903130594806909,20.31253529297954,0.05839326024299425,13.904226284163155,21.99362011170866,8.537598284290366,0.08969417344395973,3.972186976993933,0.11357512674559458,1.042778409260621,0.14102784912653432
10,0.010045959767101776,19.286933185536594,0.05976163220787654,14.066196836100136,21.993828622330543,8.458124313738198,0.08988499839742196,3.9723386906492864,0.11344322497186272,1.0437300557437565,0.14095557202089637
