fluid_output_dir,diagnostic_path,n_rows,best_snapshot_idx,best_snapshot_time_gyr,best_mass_chi2,best_r2D_rs
data\P6_high_sigma_vstar20_n192\runs\M1_eta0p1_sigma10_vstar20\M1_eta0p1_sigma10_vstar20,data\P6_high_sigma_vstar20_n192\runs\M1_eta0p1_sigma10_vstar20\M1_eta0p1_sigma10_vstar20\b1938_snapshot_diagnostics_refined.csv,165,8,0.0800051752295046,1.428398786804789e-22,1.9356715412890821
data\P6_high_sigma_vstar20_n192\runs\M1_eta0p1_sigma1_vstar20\M1_eta0p1_sigma1_vstar20,data\P6_high_sigma_vstar20_n192\runs\M1_eta0p1_sigma1_vstar20\M1_eta0p1_sigma1_vstar20\b1938_snapshot_diagnostics_refined.csv,165,2,0.020014960712427022,8.791138749292487e-21,1.9947173197750927
data\P6_high_sigma_vstar20_n192\runs\M2_eta0p1_sigma10_vstar20\M2_eta0p1_sigma10_vstar20,data\P6_high_sigma_vstar20_n192\runs\M2_eta0p1_sigma10_vstar20\M2_eta0p1_sigma10_vstar20\b1938_snapshot_diagnostics_refined.csv,165,8,0.0800051752295046,1.428398786804789e-22,1.9356715412890821
data\P6_high_sigma_vstar20_n192\runs\M2_eta0p1_sigma1_vstar20\M2_eta0p1_sigma1_vstar20,data\P6_high_sigma_vstar20_n192\runs\M2_eta0p1_sigma1_vstar20\M2_eta0p1_sigma1_vstar20\b1938_snapshot_diagnostics_refined.csv,165,2,0.020014960712427022,8.791138749292487e-21,1.9947173197750927
