model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,eta_requested,target_sigma_m_100_kms,threshold_velocity_requested_kms,n_shells,flag_dissipation,t_epsilon,r_epsilon,sigma_m_100_kms,scale_t_gyr,target_time_gyr,current_time_gyr,current_time_dimensionless,steps_this_call,total_conduction_steps,n_snapshots,rho_center_initial_code,rho_center_start_code,rho_center_final_code,rho_center_fractional_change_from_initial,u_center_initial_code,u_center_start_code,u_center_final_code,u_center_fractional_change_from_initial,max_cooling_initial_code,max_cooling_final_code,max_cooling_seen_code,v_threshold_kms,v_max_initial_kms,v_max_final_kms,v_central_start_kms,v_central_final_kms,v_max_to_threshold_final,diagnostic_path,trajectory_path,output_dir
M1_dark_photon_massive,0.1,2.225300112107237e-10,0.008102281604614767,9.015004081536823e-06,0.1,1.0,20.0,48,True,0.01,1e-08,0.9999999999999991,0.0499502865670473,0.005,0.00504134578136223,0.10092726444312446,0,118,6,30.952127723581164,27.78626330085139,27.78626330085139,-0.10228261045581788,0.047497982030175835,0.05063656322976536,0.05063656322976536,0.06607820091378969,3.0494370453002904e-29,3.0494370453002904e-29,3.0494370453002904e-29,20.0,21.99023176050148,21.99023176050148,12.947847516216449,12.947847516216449,1.099511588025074,data\P2_born_activation_vstar20\M1_eta0p1_sigma1_vstar20\b1938_snapshot_diagnostics.csv,data\P2_born_activation_vstar20\M1_eta0p1_sigma1_vstar20\fluid_trajectory.csv,data\P2_born_activation_vstar20\M1_eta0p1_sigma1_vstar20
M2_scalar_phi_massive,0.1,2.225300112107237e-10,0.008102281604614767,9.015004081536823e-06,0.1,1.0,20.0,48,True,0.01,1e-08,0.9999999999999991,0.0499502865670473,0.005,0.00504134578136223,0.10092726444312446,0,118,6,30.952127723581164,27.78626330085139,27.78626330085139,-0.10228261045581788,0.047497982030175835,0.05063656322976536,0.05063656322976536,0.06607820091378969,2.221602041667116e-29,2.221602041667116e-29,2.221602041667116e-29,20.0,21.99023176050148,21.99023176050148,12.947847516216449,12.947847516216449,1.099511588025074,data\P2_born_activation_vstar20\M2_eta0p1_sigma1_vstar20\b1938_snapshot_diagnostics.csv,data\P2_born_activation_vstar20\M2_eta0p1_sigma1_vstar20\fluid_trajectory.csv,data\P2_born_activation_vstar20\M2_eta0p1_sigma1_vstar20
