model,eta_B,alpha_D,m_chi_GeV,m_mediator_keV,eta_requested,target_sigma_m_100_kms,threshold_velocity_requested_kms,n_shells,flag_dissipation,t_epsilon,r_epsilon,sigma_m_100_kms,scale_t_gyr,target_time_gyr,current_time_gyr,current_time_dimensionless,steps_this_call,total_conduction_steps,n_snapshots,rho_center_initial_code,rho_center_start_code,rho_center_final_code,rho_center_fractional_change_from_initial,u_center_initial_code,u_center_start_code,u_center_final_code,u_center_fractional_change_from_initial,max_cooling_initial_code,max_cooling_final_code,max_cooling_seen_code,v_threshold_kms,v_max_initial_kms,v_max_final_kms,v_central_start_kms,v_central_final_kms,v_max_to_threshold_final,diagnostic_path,trajectory_path,output_dir
M1_dark_photon_massive,0.1,2.2000000000000005e-08,0.14777088468960564,0.016254797315856623,0.1,1.0,,96,True,0.01,1e-08,0.9999999999999994,0.0499502865670473,0.02,0.020009409215499985,0.400586474887221,0,318,5,38.73284087110023,13.955727994456625,13.955727994456625,-0.6396926308374807,0.041723412359725674,0.06590342646612214,0.06590342646612214,0.579531077130611,1.0501339982647978e-36,1.0501339982647978e-36,1.0501339982647978e-36,198.85981963287605,21.719666401377946,21.719666401377946,14.771325311843967,14.771325311843967,0.10922099015012478,data\P2_born_convergence_eta0p1_sigma1_n96\M1_eta0p1_sigma1\b1938_snapshot_diagnostics.csv,data\P2_born_convergence_eta0p1_sigma1_n96\M1_eta0p1_sigma1\fluid_trajectory.csv,data\P2_born_convergence_eta0p1_sigma1_n96\M1_eta0p1_sigma1
M2_scalar_phi_massive,0.1,1.39e-07,0.4598205052925115,0.31957525117829544,0.1,1.0,,96,True,0.01,1e-08,0.9999999999999999,0.0499502865670473,0.02,0.020016361674926472,0.4007256624655976,0,390,5,38.73284087110023,12.53745398008746,12.53745398008746,-0.6763094650916235,0.041723412359725674,0.07177371120434238,0.07177371120434238,0.7202262984995766,0.0,0.0,0.0,499.8539183489865,21.724865671689066,21.724865671689066,15.41516461017155,15.41516461017155,0.043462429470286286,data\P2_born_convergence_eta0p1_sigma1_n96\M2_eta0p1_sigma1\b1938_snapshot_diagnostics.csv,data\P2_born_convergence_eta0p1_sigma1_n96\M2_eta0p1_sigma1\fluid_trajectory.csv,data\P2_born_convergence_eta0p1_sigma1_n96\M2_eta0p1_sigma1
