model,source_run_dir,source_snapshot_idx,source_snapshot_time_gyr,source_mass_chi2,lambda,mu,r_s_sim_kpc,rho_s_sim_msun_pc3,r_s_phys_kpc,rho_s_phys_msun_pc3,sigma_m_elastic_guess_cm2_g,t_evo_phys_gyr,eta_B,m_chi_GeV,m_mediator_keV,v_threshold_kms,sigma_m_100_kms,n_shells,t_epsilon,steps,completed,t_final_gyr,v_max_final_kms,max_cooling_seen_code,M_inner_direct_msun,M_outer_direct_msun,mass_ratio_direct,mass_ratio_offset_sigma,mass_residual_inner_sigma,mass_residual_outer_sigma,mass_chi2_direct,posthoc_common_mass_scale,posthoc_common_scale_chi2,output_dir
M1_dark_photon_massive,D:\graverthermal-sidm\data\P6_eta_scan_n96\runs\M1_eta0p03_sigma10_vstar20\M1_eta0p03_sigma10_vstar20,2,0.1000207215913144,0.0019654749947837,0.0029258124408245967,0.0001743620850245,3.6,0.00709,0.010532924786968548,49.358146439177595,0.49095412214651746,0.0011987639661118293,0.029999999999999995,0.0016853424895570202,1.8751964154751633e-06,20.0,9.999999999999982,96,0.005,4799,True,0.001198787416824903,5.3030505998942425,8.72820876470463e-30,419714.5690765211,1173656.6235794998,0.3576127469007471,-0.29858706733770024,-0.2516871868323291,0.17068265588460968,0.09247900903539583,0.9999186570104575,0.09247037366418058,D:\graverthermal-sidm\data\P6_eta_direct_time_n96\M1_eta0p03_sigma10_vstar20\t0p1_n96
