model,source_run_dir,source_snapshot_idx,source_snapshot_time_gyr,source_mass_chi2,lambda,mu,r_s_sim_kpc,rho_s_sim_msun_pc3,r_s_phys_kpc,rho_s_phys_msun_pc3,sigma_m_elastic_guess_cm2_g,t_evo_phys_gyr,eta_B,m_chi_GeV,m_mediator_keV,v_threshold_kms,sigma_m_100_kms,n_shells,t_epsilon,steps,completed,t_final_gyr,v_max_final_kms,max_cooling_seen_code,M_inner_direct_msun,M_outer_direct_msun,mass_ratio_direct,mass_ratio_offset_sigma,mass_residual_inner_sigma,mass_residual_outer_sigma,mass_chi2_direct,posthoc_common_mass_scale,posthoc_common_scale_chi2,output_dir
M2_scalar_phi_massive,D:\graverthermal-sidm\data\P6_final_n192\runs\M2_eta0p1_sigma0p1_vstar100\M2_eta0p1_sigma0p1_vstar100,4,0.2000305951118253,0.0216079620199302,0.002720200478156222,0.0001669055568209,3.6,0.00709,0.0097927217213624,58.791466485918974,0.004433339897305786,0.002196657754920598,0.1,0.13464033288161192,0.0037451893481950833,100.0,0.1,192,0.005,9401,True,0.002196860242338899,5.3697025040483295,0.0,428063.5527528477,1163498.1962110358,0.36791080050390157,0.1695062782602291,0.14588346442132025,-0.08978984074267105,0.029344200692160836,0.9997740695556266,0.029277560398338502,D:\graverthermal-sidm\data\P6_final_direct_time_n192\M2_eta0p1_sigma0p1_vstar100\t0p2_n192
