model,eta_B,vmax_phys_kms,vstar_over_vmax,vstar_kms,sigma_m_100_target,sigma_m_100_kms,min_cooling_time_gyr_initial_state,local_dynamical_time_gyr_initial_state,cooling_to_dynamical_time_initial_state,cosmic_age_at_lens_gyr,cooling_to_cosmic_age_initial_state,cooling_min_shell_index_initial_state,m_chi_GeV,m_mediator_keV,born_controlled
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,1.4125375446227544,1.412537544622752,1.2310193250314178e+25,5.983746100421977e-05,2.0572719904419168e+29,6.37,1.9325264129221628e+24,0,6.743872862212298e-05,5.356791971774371e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,1.5848931924611136,1.58489319246111,1.0971471282950211e+25,5.983746100421977e-05,1.8335455914776363e+29,6.37,1.72236597848512e+24,0,6.489970273299075e-05,5.155112109521318e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,1.7782794100389228,1.7782794100389183,9.778334073636832e+24,5.983746100421977e-05,1.6341492285154374e+29,6.37,1.5350602941345104e+24,0,6.24562695781434e-05,4.9610253677502127e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,1.9952623149688795,1.9952623149688749,8.714949416513994e+24,5.983746100421977e-05,1.45643703296492e+29,6.37,1.3681239272392455e+24,0,6.010483015101419e-05,4.7742458702312256e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,2.2387211385683394,2.238721138568335,7.767206843256235e+24,5.983746100421977e-05,1.2980508719627135e+29,6.37,1.2193417336352016e+24,0,5.7841920945379226e-05,4.594498503795508e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,2.51188643150958,2.5118864315095752,6.922530385730966e+24,5.983746100421977e-05,1.1568890573820947e+29,6.37,1.086739464008001e+24,0,5.566420885385442e-05,4.421518513112688e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,2.8183829312644537,2.818382931264448,6.169711700542082e+24,5.983746100421977e-05,1.0310784577084564e+29,6.37,9.685575668040944e+23,0,5.356848625846082e-05,4.2550511107247393e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,3.1622776601683795,3.1622776601683715,5.49876134112288e+24,5.983746100421977e-05,9.189496427221576e+28,6.37,8.632278400506876e+23,0,5.155166630602718e-05,4.094851101761837e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,3.548133892335755,3.548133892335746,4.900776203849338e+24,5.983746100421977e-05,8.190147311737932e+28,6.37,7.69352622268342e+23,0,4.961077836147049e-05,3.940682522787406e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,3.9810717055349722,3.981071705534962,4.367821389264259e+24,5.983746100421977e-05,7.299476475040005e+28,6.37,6.85686246352317e+23,0,4.774296363225787e-05,3.7923182942404595e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,4.466835921509632,4.466835921509624,3.89282491078241e+24,5.983746100421977e-05,6.505665256264609e+28,6.37,6.11118510326909e+23,0,4.594547095760452e-05,3.649539885963238e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,5.011872336272722,5.011872336272709,3.469483853725237e+24,5.983746100421977e-05,5.798180262829947e+28,6.37,5.4465994563975465e+23,0,4.42156527562059e-05,3.512136995321531e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,5.623413251903491,5.623413251903477,3.092180739472501e+24,5.983746100421977e-05,5.167633598715759e+28,6.37,4.854286875153063e+23,0,4.255096112653513e-05,3.3799072374435767e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,6.309573444801933,6.309573444801913,2.755908984933965e+24,5.983746100421977e-05,4.605658292786883e+28,6.37,4.326387731450495e+23,0,4.09489440939618e-05,3.2526558471212587e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,7.079457843841379,7.079457843841358,2.456206468233615e+24,5.983746100421977e-05,4.104797274169775e+28,6.37,3.855897124385581e+23,0,3.9407241999164445e-05,3.130195391934549e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,7.943282347242816,7.943282347242794,2.1890963190633829e+24,5.983746100421977e-05,3.6584044214526527e+28,6.37,3.43657192945586e+23,0,3.792358402251696e-05,3.012345496176623e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,8.912509381337454,8.912509381337433,1.9510341480303689e+24,5.983746100421977e-05,3.2605563726923184e+28,6.37,3.062847956091631e+23,0,3.649578483932975e-05,2.8989325751730347e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1,0.5343777930616317,10.0,9.999999999999975,1.73886101476304e+24,5.983746100421977e-05,2.9059739259999927e+28,6.37,2.729766114227692e+23,0,3.512174140101885e-05,2.7897895796035943e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.1,0.0999999999999998,1.2991546296301317e+26,5.983746100421977e-05,2.1711392960649088e+30,6.37,2.0394892144900023e+25,0,0.0001965201936484,2.0816254564274428e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.11220184543019636,0.1122018454301962,1.1578727824386531e+26,5.983746100421977e-05,1.9350299344368896e+30,6.37,1.81769667572787e+25,0,0.0001891213314574,2.003253561919156e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.12589254117941673,0.1258925411794165,1.03195520358798e+26,5.983746100421977e-05,1.7245972443837582e+30,6.37,1.620023867485055e+25,0,0.0001820010317933,1.9278323201471023e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.14125375446227545,0.1412537544622753,9.197310433097876e+25,5.983746100421977e-05,1.5370489119598967e+30,6.37,1.443847791695114e+25,0,0.0001751488069514,1.8552506408840444e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.15848931924611134,0.1584893192461111,8.197111551805769e+25,5.983746100421977e-05,1.369896284741711e+30,6.37,1.2868306988706074e+25,0,0.0001685545640825,1.785401616380216e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.1778279410038923,0.1778279410038921,7.305683360533853e+25,5.983746100421977e-05,1.2209213489219824e+30,6.37,1.146889067587732e+25,0,0.0001622085903271,1.71818236389566e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.19952623149688797,0.1995262314968876,6.511197148783892e+25,5.983746100421977e-05,1.0881472976142348e+30,6.37,1.022165957422903e+25,0,0.0001561015385084,1.6534938741611374e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.22387211385683395,0.2238721138568336,5.803110567227411e+25,5.983746100421977e-05,9.698122998263868e+29,6.37,9.110063684815402e+24,0,0.0001502244133653,1.5912408655443723e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.251188643150958,0.2511886431509575,5.172027737135283e+25,5.983746100421977e-05,8.643461220339126e+29,6.37,8.119352805549895e+24,0,0.0001445685583023,1.531331643706864e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.28183829312644537,0.2818382931264449,4.609574572775575e+25,5.983746100421977e-05,7.703492921349895e+29,6.37,7.236380804985204e+24,0,0.0001391256426397,1.4736779665445152e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.31622776601683794,0.3162277660168375,4.10828766238369e+25,5.983746100421977e-05,6.865745293059762e+29,6.37,6.449431181136091e+24,0,0.0001338876493424,1.4181949142131755e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.35481338923357547,0.3548133892335748,3.661515233222756e+25,5.983746100421977e-05,6.1191019334268606e+29,6.37,5.748061590616571e+24,0,0.0001288468632116,1.3648007640476328e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.3981071705534972,0.3981071705534968,3.263328886600781e+25,5.983746100421977e-05,5.453655338702705e+29,6.37,5.122965285087568e+24,0,0.0001239958595211,1.3134168701898295e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.44668359215096315,0.4466835921509624,2.9084449316218978e+25,5.983746100421977e-05,4.860575436876896e+29,6.37,4.565847616360907e+24,0,0.0001193274930809,1.2639675477489993e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.5011872336272722,0.5011872336272717,2.592154273818353e+25,5.983746100421977e-05,4.331992417986373e+29,6.37,4.069315971457384e+24,0,0.0001148348877129,1.2163799613231055e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.5623413251903491,0.5623413251903485,2.3102599283280058e+25,5.983746100421977e-05,3.860892306518629e+29,6.37,3.626781677124028e+24,0,0.0001105114261229,1.1705840177173734e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.6309573444801932,0.6309573444801921,2.0590213284551346e+25,5.983746100421977e-05,3.4410238902180874e+29,6.37,3.2323725721430684e+24,0,0.0001063507401535,1.1265122627019054e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.7079457843841379,0.7079457843841368,1.8351046906230293e+25,5.983746100421977e-05,3.066815770297501e+29,6.37,2.8808550873202973e+24,0,0.0001023467014046,1.084099781656307e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.7943282347242815,0.7943282347242805,1.6355387770914122e+25,5.983746100421977e-05,2.733302432361014e+29,6.37,2.567564799201589e+24,0,9.84934122065659e-05,1.0432841039549779e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,0.8912509381337456,0.8912509381337445,1.45767546943684e+25,5.983746100421977e-05,2.4360583570450014e+29,6.37,2.288344536007598e+24,0,9.478519693307385e-05,1.0040051109522415e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.0,0.9999999999999984,1.2991546296301316e+25,5.983746100421977e-05,2.171139296064909e+29,6.37,2.0394892144900025e+24,0,9.12165936418098e-05,9.662049474317724e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.1220184543019633,1.1220184543019611,1.1578727824386533e+25,5.983746100421977e-05,1.93502993443689e+29,6.37,1.81769667572787e+24,0,8.778234602909556e-05,9.298279363898984e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.2589254117941673,1.2589254117941655,1.03195520358798e+25,5.983746100421977e-05,1.724597244383758e+29,6.37,1.6200238674850548e+24,0,8.447739568779388e-05,8.948204970272607e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.4125375446227544,1.4125375446227528,9.197310433097872e+24,5.983746100421977e-05,1.5370489119598963e+29,6.37,1.4438477916951135e+24,0,8.129687465662762e-05,8.611310658280332e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.5848931924611136,1.584893192461111,8.197111551805766e+24,5.983746100421977e-05,1.3698962847417106e+29,6.37,1.2868306988706067e+24,0,7.823609825001248e-05,8.287100206104614e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.7782794100389228,1.7782794100389192,7.305683360533854e+24,5.983746100421977e-05,1.2209213489219826e+29,6.37,1.146889067587732e+24,0,7.529055815784193e-05,7.975096074368506e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,1.9952623149688795,1.995262314968876,6.511197148783892e+24,5.983746100421977e-05,1.0881472976142349e+29,6.37,1.0221659574229027e+24,0,7.245591580506089e-05,7.674838702753467e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,2.2387211385683394,2.2387211385683363,5.803110567227412e+24,5.983746100421977e-05,9.698122998263867e+28,6.37,9.110063684815402e+23,0,6.972799596124752e-05,7.385885833099095e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,2.51188643150958,2.5118864315095784,5.172027737135282e+24,5.983746100421977e-05,8.643461220339124e+28,6.37,8.119352805549893e+23,0,6.710278059078993e-05,7.10781185798768e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,2.8183829312644537,2.818382931264451,4.609574572775573e+24,5.983746100421977e-05,7.703492921349892e+28,6.37,7.2363808049852e+23,0,6.45764029346002e-05,6.840207193854207e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,3.1622776601683795,3.162277660168375,4.1082876623836895e+24,5.983746100421977e-05,6.8657452930597615e+28,6.37,6.44943118113609e+23,0,6.214514181464787e-05,6.582677677698309e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,3.548133892335755,3.548133892335749,3.661515233222756e+24,5.983746100421977e-05,6.11910193342686e+28,6.37,5.748061590616571e+23,0,5.980541615292443e-05,6.334843986509683e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,3.9810717055349722,3.981071705534967,3.263328886600781e+24,5.983746100421977e-05,5.453655338702705e+28,6.37,5.122965285087568e+23,0,5.755377969676518e-05,6.096341078551756e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,4.466835921509632,4.466835921509623,2.908444931621897e+24,5.983746100421977e-05,4.860575436876895e+28,6.37,4.565847616360906e+23,0,5.538691594275957e-05,5.866817655680683e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,5.011872336272722,5.0118723362727176,2.592154273818353e+24,5.983746100421977e-05,4.331992417986372e+28,6.37,4.069315971457383e+23,0,5.330163325177295e-05,5.64593564590767e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,5.623413251903491,5.6234132519034805,2.3102599283280056e+24,5.983746100421977e-05,3.860892306518628e+28,6.37,3.626781677124028e+23,0,5.12948601478849e-05,5.433369705442544e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,6.309573444801933,6.309573444801919,2.0590213284551343e+24,5.983746100421977e-05,3.4410238902180874e+28,6.37,3.232372572143068e+23,0,4.936364079431938e-05,5.228806739485031e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,7.079457843841379,7.079457843841369,1.8351046906230292e+24,5.983746100421977e-05,3.066815770297501e+28,6.37,2.8808550873202973e+23,0,4.7505130639703496e-05,5.0319454410579655e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,7.943282347242816,7.943282347242802,1.6355387770914117e+24,5.983746100421977e-05,2.733302432361013e+28,6.37,2.567564799201588e+23,0,4.571659222824169e-05,4.84249584720314e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,8.912509381337454,8.91250938133745,1.4576754694368394e+24,5.983746100421977e-05,2.436058357045001e+28,6.37,2.288344536007597e+23,0,4.399539116763437e-05,4.660178911886083e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1154781984689458,0.6170898484456836,10.0,9.999999999999988,1.2991546296301315e+24,5.983746100421977e-05,2.171139296064909e+28,6.37,2.0394892144900025e+23,0,4.233899224880188e-05,4.484726094980736e-11,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.1,0.0999999999999999,9.734820711929166e+25,5.983746100421977e-05,1.6268773020370403e+30,6.37,1.528229311134877e+25,0,0.0002368856051541,3.346062722250585e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.11220184543019636,0.1122018454301962,8.676168092070687e+25,5.983746100421977e-05,1.449955921669009e+30,6.37,1.3620358072324469e+25,0,0.0002279670105048,3.2200855567251426e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.12589254117941673,0.1258925411794164,7.732642951464068e+25,5.983746100421977e-05,1.292274575440084e+30,6.37,1.2139156909676715e+25,0,0.0002193841953574,3.09885135256988e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.14125375446227545,0.1412537544622752,6.8917252847456456e+25,5.983746100421977e-05,1.1517409276873624e+30,6.37,1.0819034983902113e+25,0,0.000211124517824,2.9821815402601875e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.15848931924611134,0.1584893192461111,6.142256625389612e+25,5.983746100421977e-05,1.0264901822883924e+30,6.37,9.642475079104572e+24,0,0.0002031758119759,2.8699042733022077e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.1778279410038923,0.177827941003892,5.474291979636705e+25,5.983746100421977e-05,9.14860337949609e+29,6.37,8.59386496018321e+24,0,0.000195526369924,2.7618541751149307e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.19952623149688797,0.1995262314968877,4.878967862469253e+25,5.983746100421977e-05,8.153701344589446e+29,6.37,7.65929020795801e+24,0,0.0001881649245737,2.65787209544203e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.22387211385683395,0.2238721138568337,4.348384684550116e+25,5.983746100421977e-05,7.266993972627725e+29,6.37,6.826349583281187e+24,0,0.0001810806330296,2.557804875934638e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.251188643150958,0.2511886431509575,3.875501929471703e+25,5.983746100421977e-05,6.476715195516735e+29,6.37,6.083990470128261e+24,0,0.0001742630606246,2.4615051245597846e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.28183829312644537,0.2818382931264448,3.454044730380796e+25,5.983746100421977e-05,5.772378494029376e+29,6.37,5.422362214098581e+24,0,0.0001677021655501,2.368830998502214e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.31622776601683794,0.3162277660168376,3.0784206063078044e+25,5.983746100421977e-05,5.144637748066738e+29,6.37,4.832685410216333e+24,0,0.0001613882840655,2.2796459952398152e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.35481338923357547,0.3548133892335749,2.7436452533420843e+25,5.983746100421977e-05,4.58516321932276e+29,6.37,4.307135405560572e+24,0,0.0001553121162637,2.1938187514849303e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.3981071705534972,0.3981071705534967,2.4452764059473302e+25,5.983746100421977e-05,4.086531020717754e+29,6.37,3.8387384708749296e+24,0,0.0001494647123736,2.111222849695395e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.44668359215096315,0.4466835921509625,2.179354890796872e+25,5.983746100421977e-05,3.642124605927351e+29,6.37,3.421279263417381e+24,0,0.0001438374595772,2.0317366318703209e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.5011872336272722,0.5011872336272717,1.942352090949078e+25,5.983746100421977e-05,3.24604697183275e+29,6.37,3.049218353138271e+24,0,0.0001384220693236,1.9552430203563463e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.5623413251903491,0.562341325190348,1.7311231232444089e+25,5.983746100421977e-05,2.8930424088721425e+29,6.37,2.7176187178091187e+24,0,0.0001332105651209,1.8816293454004208e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.6309573444801932,0.6309573444801921,1.5428651076165985e+25,5.983746100421977e-05,2.578426760968008e+29,6.37,2.422080231737204e+24,0,0.0001281952707869,1.81078717919512e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.7079457843841379,0.7079457843841371,1.3750799745771158e+25,5.983746100421977e-05,2.298025269621892e+29,6.37,2.1586812787709823e+24,0,0.0001233687991431,1.7426121761720518e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.7943282347242815,0.7943282347242803,1.2255413173507817e+25,5.983746100421977e-05,2.048117177405565e+29,6.37,1.923926714836392e+24,0,0.0001187240411333,1.6770039193081104e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,0.8912509381337456,0.8912509381337448,1.0922648488105502e+25,5.983746100421977e-05,1.8253863557705484e+29,6.37,1.714701489498509e+24,0,0.0001142541553531,1.6138657722182095e-10,True
M1_dark_photon_massive,0.1,5.343777930616317,0.1333521432163324,0.7126042399198235,1.0,0.9999999999999982,9.734820711929168e+24,5.983746100421977e-05,1.6268773020370404e+29,6.37,1.5282293111348772e+24,0,0.0001099525579727,1.553104736816629e-10,True
