model,eta_B,vmax_phys_kms,vstar_over_vmax,vstar_kms,sigma_m_100_target,sigma_m_100_kms,min_cooling_time_gyr_initial_state,local_dynamical_time_gyr_initial_state,cooling_to_dynamical_time_initial_state,cosmic_age_at_lens_gyr,cooling_to_cosmic_age_initial_state,cooling_min_shell_index_initial_state,m_chi_GeV,m_mediator_keV,born_controlled
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,1.9952623149688795,1.9952623149688773,5.359879830036026e+23,5.983746100421977e-05,8.957398492656706e+27,6.37,8.414254050292034e+22,0,0.0004674323170478,8.804691464584187e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,2.2387211385683394,2.2387211385683363,4.776997926803749e+23,5.983746100421977e-05,7.983289809818087e+27,6.37,7.499211816018444e+22,0,0.0004498337831097,8.473200346184496e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,2.51188643150958,2.511886431509577,4.2575038837267976e+23,5.983746100421977e-05,7.11511453239394e+27,6.37,6.683679566290106e+22,0,0.0004328978229506,8.154189660747149e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,2.8183829312644537,2.81838293126445,3.7945043304795726e+23,5.983746100421977e-05,6.341352501925144e+27,6.37,5.9568356836414014e+22,0,0.0004165994910829,7.847189527788838e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,3.1622776601683795,3.162277660168374,3.381855544292481e+23,5.983746100421977e-05,5.651736366377561e+27,6.37,5.309035391353973e+22,0,0.0004009147812007,7.55174775753211e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,3.548133892335755,3.5481338923357497,3.0140819264834816e+23,5.983746100421977e-05,5.037115338618608e+27,6.37,4.7316827731294845e+22,0,0.0003858205908208,7.267429184861385e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,3.9810717055349722,3.981071705534968,2.68630334459037e+23,5.983746100421977e-05,4.489333771031713e+27,6.37,4.217116710502936e+22,0,0.0003712946872536,6.993815028355105e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,4.466835921509632,4.466835921509626,2.394170375977985e+23,5.983746100421977e-05,4.001122935027519e+27,6.37,3.758509224455236e+22,0,0.0003573156748568,6.7305022734499005e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,5.011872336272722,5.011872336272717,2.1338065936424016e+23,5.983746100421977e-05,3.5660045694317216e+27,6.37,3.349774872280065e+22,0,0.0003438629635203,6.477103078828271e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,5.623413251903491,5.623413251903483,1.9017571283797627e+23,5.983746100421977e-05,3.178204917895246e+27,6.37,2.985489997456456e+22,0,0.0003309167383389,6.2332442051553754e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,6.309573444801933,6.309573444801924,1.6949428247710015e+23,5.983746100421977e-05,2.8325781146554216e+27,6.37,2.66082076102198e+22,0,0.000318457930426,5.998566465323531e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,7.079457843841379,7.079457843841368,1.5106193826602156e+23,5.983746100421977e-05,2.5245379020237605e+27,6.37,2.3714589994665864e+22,0,0.0003064681888269,5.772724195394669e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,7.943282347242816,7.943282347242806,1.3463409419589364e+23,5.983746100421977e-05,2.249996773532874e+27,6.37,2.1135650580203087e+22,0,0.0002949298534887,5.555384745461461e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,8.912509381337454,8.912509381337445,1.1999276275687726e+23,5.983746100421977e-05,2.0053117352090743e+27,6.37,1.883716840767304e+22,0,0.0002838259292483,5.346227989677223e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.4869675251658631,2.6022463139081853,10.0,9.999999999999984,1.0694366237632686e+23,5.983746100421977e-05,1.7872359652556974e+27,6.37,1.6788644015121956e+22,0,0.0002731400608001,5.14494585473287e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.1,0.0999999999999998,9.277713002913588e+24,5.983746100421977e-05,1.5504857404058835e+29,6.37,1.456469859170108e+24,0,0.0015268225801463,3.835164361235744e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.11220184543019636,0.1122018454301961,8.268770417582385e+24,5.983746100421977e-05,1.3818718706997389e+29,6.37,1.298080128348883e+24,0,0.0014693386664026,3.6907728253748434e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.12589254117941673,0.1258925411794165,7.369549391882863e+24,5.983746100421977e-05,1.231594601141776e+29,6.37,1.1569151321637148e+24,0,0.0014140189860034,3.5518175403925244e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.14125375446227545,0.1412537544622752,6.568117809138575e+24,5.983746100421977e-05,1.097659843668064e+29,6.37,1.031101696882037e+24,0,0.0013607820569192,3.4180938348484634e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.15848931924611134,0.1584893192461111,5.853841159167718e+24,5.983746100421977e-05,9.782903654209026e+28,6.37,9.189703546574124e+23,0,0.0013095494648675,3.289404743053864e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.1778279410038923,0.177827941003892,5.21724142479416e+24,5.983746100421977e-05,8.719022059485841e+28,6.37,8.190331907055196e+23,0,0.0012602457478145,3.165560714954729e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.19952623149688797,0.1995262314968876,4.649871314318034e+24,5.983746100421977e-05,7.770836590125578e+28,6.37,7.299640995789693e+23,0,0.0012127982848248,3.046379336937865e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.22387211385683395,0.2238721138568337,4.14420217108714e+24,5.983746100421977e-05,6.925765401033457e+28,6.37,6.505811885537112e+23,0,0.0011671371890957,2.931685063148348e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.251188643150958,0.2511886431509575,3.6935240727973193e+24,5.983746100421977e-05,6.172594910965306e+28,6.37,5.798310946306624e+23,0,0.0011231952050187,2.821308956922733e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.28183829312644537,0.281838293126445,3.2918567949001834e+24,5.983746100421977e-05,5.501331005117413e+28,6.37,5.167750070486944e+23,0,0.0010809076091171,2.7150884419571297e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.31622776601683794,0.3162277660168375,2.9338704566567333e+24,5.983746100421977e-05,4.903066419295155e+28,6.37,4.605762098362218e+23,0,0.0010402121147123,2.6128670628436543e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.35481338923357547,0.3548133892335749,2.614814796858194e+24,5.983746100421977e-05,4.369862545928872e+28,6.37,4.104889790986175e+23,0,0.0010010487801802,2.514494254622525e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.3981071705534972,0.3981071705534968,2.330456140745864e+24,5.983746100421977e-05,3.894644093574624e+28,6.37,3.658486877152063e+23,0,0.0009633599206615,2.4198251210103813e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.44668359215096315,0.4466835921509623,2.0770212217193e+24,5.983746100421977e-05,3.4711052020954347e+28,6.37,3.2606298614117734e+23,0,0.0009270900230954,2.3287202209781715e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.5011872336272722,0.5011872336272715,1.851147112381024e+24,5.983746100421977e-05,3.0936257677284804e+28,6.37,2.906039422890148e+23,0,0.0008921856644533,2.2410453633642384e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.5623413251903491,0.5623413251903483,1.649836600533162e+24,5.983746100421977e-05,2.7571968677227373e+28,6.37,2.590010361904493e+23,0,0.00085859543305,2.1566714092201067e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.6309573444801932,0.6309573444801925,1.4704184179925698e+24,5.983746100421977e-05,2.457354294977314e+28,6.37,2.3083491648235006e+23,0,0.0008262698528182,2.075474081597818e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.7079457843841379,0.7079457843841371,1.310511794485016e+24,5.983746100421977e-05,2.19011932072552e+28,6.37,2.0573183586891933e+23,0,0.0007951613104335,1.9973337824986583e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.7943282347242815,0.7943282347242802,1.1679948662701088e+24,5.983746100421977e-05,1.951945899221461e+28,6.37,1.833586917221521e+23,0,0.0007652239851832,1.9221354167136476e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,0.8912509381337456,0.8912509381337443,1.040976520298633e+24,5.983746100421977e-05,1.7396736138674446e+28,6.37,1.634186060123443e+23,0,0.0007364137814759,1.849768222296329e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.0,0.9999999999999984,9.277713002913588e+23,5.983746100421977e-05,1.5504857404058837e+28,6.37,1.4564698591701082e+23,0,0.0007086882638915,1.7801256074181515e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.1220184543019633,1.122018454301962,8.268770417582384e+23,5.983746100421977e-05,1.3818718706997388e+28,6.37,1.2980801283488828e+23,0,0.0006820065946769,1.7131049933661358e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.2589254117941673,1.258925411794166,7.369549391882862e+23,5.983746100421977e-05,1.231594601141776e+28,6.37,1.1569151321637148e+23,0,0.000656329473595,1.648607663451594e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.4125375446227544,1.4125375446227522,6.568117809138574e+23,5.983746100421977e-05,1.0976598436680637e+28,6.37,1.0311016968820366e+23,0,0.0006316190800376,1.5865386176073312e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.5848931924611136,1.5848931924611114,5.853841159167715e+23,5.983746100421977e-05,9.782903654209024e+27,6.37,9.18970354657412e+22,0,0.0006078390173192,1.5268064324591726e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.7782794100389228,1.77827941003892,5.2172414247941605e+23,5.983746100421977e-05,8.719022059485843e+27,6.37,8.190331907055197e+22,0,0.0005849542590663,1.4693231266657156e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,1.9952623149688795,1.9952623149688764,4.649871314318034e+23,5.983746100421977e-05,7.770836590125578e+27,6.37,7.299640995789692e+22,0,0.0005629310976267,1.4140040313279496e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,2.2387211385683394,2.238721138568336,4.14420217108714e+23,5.983746100421977e-05,6.925765401033457e+27,6.37,6.505811885537112e+22,0,0.00054173709442,1.3607676652778748e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,2.51188643150958,2.511886431509577,3.693524072797318e+23,5.983746100421977e-05,6.172594910965303e+27,6.37,5.798310946306622e+22,0,0.0005213410321582,1.3095356150624273e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,2.8183829312644537,2.818382931264451,3.291856794900182e+23,5.983746100421977e-05,5.50133100511741e+27,6.37,5.167750070486942e+22,0,0.0005017128688645,1.2602324194459333e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,3.1622776601683795,3.1622776601683737,2.933870456656733e+23,5.983746100421977e-05,4.903066419295155e+27,6.37,4.605762098362218e+22,0,0.0004828236936237,1.2127854582609725e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,3.548133892335755,3.548133892335751,2.614814796858193e+23,5.983746100421977e-05,4.369862545928871e+27,6.37,4.104889790986175e+22,0,0.0004646456839986,1.1671248454439397e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,3.9810717055349722,3.981071705534966,2.3304561407458643e+23,5.983746100421977e-05,3.894644093574624e+27,6.37,3.658486877152064e+22,0,0.0004471520650492,1.123183326097748e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,4.466835921509632,4.466835921509627,2.0770212217192992e+23,5.983746100421977e-05,3.471105202095434e+27,6.37,3.2606298614117727e+22,0,0.0004303170698953,1.0808961774300561e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,5.011872336272722,5.011872336272717,1.851147112381024e+23,5.983746100421977e-05,3.09362576772848e+27,6.37,2.906039422890147e+22,0,0.0004141159017635,1.0402011134211141e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,5.623413251903491,5.623413251903482,1.649836600533162e+23,5.983746100421977e-05,2.757196867722737e+27,6.37,2.5900103619044927e+22,0,0.0003985246974636,1.0010381930807984e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,6.309573444801933,6.309573444801922,1.47041841799257e+23,5.983746100421977e-05,2.457354294977314e+27,6.37,2.308349164823501e+22,0,0.0003835204922392,9.63349732159717e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,7.079457843841379,7.079457843841377,1.310511794485016e+23,5.983746100421977e-05,2.19011932072552e+27,6.37,2.057318358689193e+22,0,0.0003690811859429,9.270802181843346e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,7.943282347242816,7.94328234724281,1.1679948662701086e+23,5.983746100421977e-05,1.9519458992214608e+27,6.37,1.8335869172215204e+22,0,0.0003551855104839,8.92176228690971e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,8.912509381337454,8.912509381337447,1.0409765202986329e+23,5.983746100421977e-05,1.7396736138674442e+27,6.37,1.6341860601234423e+22,0,0.0003418129985017,8.585863525382402e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.5623413251903491,3.0050271630257206,10.0,9.999999999999984,9.277713002913589e+22,5.983746100421977e-05,1.5504857404058837e+27,6.37,1.456469859170108e+22,0,0.0003289439532191,8.262611141820258e-09,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.1,0.0999999999999998,8.421214105314099e+24,5.983746100421977e-05,1.4073481668482271e+29,6.37,1.3220116334872996e+24,0,0.0018385593130877,6.158473144513853e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.11220184543019636,0.1122018454301961,7.50541497158632e+24,5.983746100421977e-05,1.2543003739842895e+29,6.37,1.178244108569281e+24,0,0.00176933870662,5.926610488278714e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.12589254117941673,0.1258925411794165,6.689208134509367e+24,5.983746100421977e-05,1.117896385015006e+29,6.37,1.0501111671129304e+24,0,0.0017027242126261,5.7034773158125015e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.14125375446227545,0.1412537544622751,5.961763025253355e+24,5.983746100421977e-05,9.963262018809469e+28,6.37,9.359125628341217e+23,0,0.0016386177126039,5.48874496751945e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.15848931924611134,0.1584893192461111,5.313426889188131e+24,5.983746100421977e-05,8.879766621136256e+28,6.37,8.341329496370693e+23,0,0.0015769247821514,5.2820971576317e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.1778279410038923,0.177827941003892,4.7355966996939897e+24,5.983746100421977e-05,7.914100331496407e+28,6.37,7.434217738923061e+23,0,0.001517554551886,5.083229508342429e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.19952623149688797,0.1995262314968877,4.220605001225338e+24,5.983746100421977e-05,7.053449344930758e+28,6.37,6.625753534105711e+23,0,0.0014604195736008,4.8918491014785856e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.22387211385683395,0.2238721138568336,3.76161816683406e+24,5.983746100421977e-05,6.28639334574839e+28,6.37,5.905209053114694e+23,0,0.0014054356914588,4.707674047052843e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.251188643150958,0.2511886431509576,3.3525457200917967e+24,5.983746100421977e-05,5.60275396687599e+28,6.37,5.263023108464359e+23,0,0.0013525219180376,4.530433068059328e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.28183829312644537,0.2818382931264449,2.987959518168088e+24,5.983746100421977e-05,4.99345972911079e+28,6.37,4.690674282838442e+23,0,0.0013016003150406,4.359865100901509e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.31622776601683794,0.3162277660168373,2.663021723672962e+24,5.983746100421977e-05,4.45042566810307e+28,6.37,4.180567855059595e+23,0,0.0012525958784993,4.195718910863732e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.35481338923357547,0.3548133892335749,2.3734206094940716e+24,5.983746100421977e-05,3.966446051791362e+28,6.37,3.725935022753645e+23,0,0.0012054364282974,4.037752722060019e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.3981071705534972,0.3981071705534967,2.115313344797557e+24,5.983746100421977e-05,3.5350987647159426e+28,6.37,3.3207430844545634e+23,0,0.0011600525018551,3.885733861315047e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.44668359215096315,0.4466835921509625,1.885275002997654e+24,5.983746100421977e-05,3.150660090448529e+28,6.37,2.9596153893212776e+23,0,0.0011163772518149,3.739438415452799e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.5011872336272722,0.5011872336272715,1.680253115061759e+24,5.983746100421977e-05,2.8080287613528027e+28,6.37,2.6377599922476596e+23,0,0.0010743463475807,3.5986509014880776e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.5623413251903491,0.5623413251903477,1.497527165100941e+24,5.983746100421977e-05,2.502658267862225e+28,6.37,2.350906067662388e+23,0,0.0010338978805628,3.4631639492350966e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.6309573444801932,0.6309573444801925,1.334672490776982e+24,5.983746100421977e-05,2.2304965290603823e+28,6.37,2.095247238268417e+23,0,0.0009949722729912,3.332777995865674e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.7079457843841379,0.7079457843841372,1.189528109506288e+24,5.983746100421977e-05,1.987932124029129e+28,6.37,1.8673910667288665e+23,0,0.0009575121901618,3.207300991967097e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.7943282347242815,0.7943282347242807,1.0601680435339402e+24,5.983746100421977e-05,1.771746370487171e+28,6.37,1.6643140400846786e+23,0,0.000921462455986,3.086548118666747e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,0.8912509381337456,0.8912509381337441,9.448757633790417e+23,5.983746100421977e-05,1.5790706148317497e+28,6.37,1.4833214495746334e+23,0,0.0008867699717205,2.9703415154067863e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.0,0.9999999999999982,8.421214105314099e+23,5.983746100421977e-05,1.4073481668482274e+28,6.37,1.3220116334872996e+23,0,0.0008533836377562,2.858510017967969e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.1220184543019633,1.1220184543019622,7.50541497158632e+23,5.983746100421977e-05,1.2543003739842896e+28,6.37,1.178244108569281e+23,0,0.0008212542783526,2.750888906356685e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.2589254117941673,1.258925411794166,6.689208134509366e+23,5.983746100421977e-05,1.1178963850150055e+28,6.37,1.0501111671129304e+23,0,0.0007903345692047,2.647319662183909e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.4125375446227544,1.4125375446227528,5.961763025253354e+23,5.983746100421977e-05,9.963262018809466e+27,6.37,9.359125628341217e+22,0,0.0007605789677382,2.547649735178661e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.5848931924611136,1.5848931924611112,5.313426889188128e+23,5.983746100421977e-05,8.879766621136252e+27,6.37,8.341329496370687e+22,0,0.0007319436460281,2.4517323184921097e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.7782794100389228,1.7782794100389203,4.73559669969399e+23,5.983746100421977e-05,7.914100331496407e+27,6.37,7.434217738923061e+22,0,0.0007043864262432,2.3594261324613197e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,1.9952623149688795,1.9952623149688768,4.2206050012253376e+23,5.983746100421977e-05,7.053449344930758e+27,6.37,6.62575353410571e+22,0,0.0006778667185215,2.2705952165141705e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,2.2387211385683394,2.2387211385683377,3.761618166834061e+23,5.983746100421977e-05,6.286393345748392e+27,6.37,5.905209053114695e+22,0,0.0006523454611836,2.1851087289089155e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,2.51188643150958,2.511886431509577,3.3525457200917955e+23,5.983746100421977e-05,5.602753966875988e+27,6.37,5.263023108464357e+22,0,0.0006277850631979,2.102840754013426e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,2.8183829312644537,2.818382931264451,2.987959518168086e+23,5.983746100421977e-05,4.993459729110788e+27,6.37,4.690674282838439e+22,0,0.0006041493488119,2.0236701168402493e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,3.1622776601683795,3.1622776601683755,2.6630217236729615e+23,5.983746100421977e-05,4.45042566810307e+27,6.37,4.1805678550595945e+22,0,0.0005814035042671,1.9474802045643072e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,3.548133892335755,3.5481338923357497,2.373420609494071e+23,5.983746100421977e-05,3.966446051791362e+27,6.37,3.725935022753644e+22,0,0.0005595140265215,1.874158794760339e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,3.9810717055349722,3.981071705534964,2.115313344797557e+23,5.983746100421977e-05,3.5350987647159424e+27,6.37,3.3207430844545635e+22,0,0.0005384486739015,1.8035978901070986e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,4.466835921509632,4.466835921509625,1.8852750029976533e+23,5.983746100421977e-05,3.150660090448528e+27,6.37,2.9596153893212767e+22,0,0.0005181764186123,1.7356935593148374e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,5.011872336272722,5.011872336272716,1.6802531150617584e+23,5.983746100421977e-05,2.8080287613528023e+27,6.37,2.6377599922476583e+22,0,0.0004986674010363,1.6703457840417617e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,5.623413251903491,5.623413251903477,1.497527165100941e+23,5.983746100421977e-05,2.502658267862225e+27,6.37,2.350906067662388e+22,0,0.0004798928857516,1.6074583115739958e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,6.309573444801933,6.309573444801925,1.334672490776982e+23,5.983746100421977e-05,2.2304965290603823e+27,6.37,2.0952472382684176e+22,0,0.000461825219207,1.5469385130520493e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,7.079457843841379,7.07945784384137,1.189528109506288e+23,5.983746100421977e-05,1.987932124029129e+27,6.37,1.8673910667288664e+22,0,0.0004444377889903,1.4886972470349672e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,7.943282347242816,7.943282347242805,1.06016804353394e+23,5.983746100421977e-05,1.7717463704871703e+27,6.37,1.664314040084678e+22,0,0.0004277049846298,1.4326487282012106e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,8.912509381337454,8.912509381337445,9.448757633790413e+22,5.983746100421977e-05,1.579070614831749e+27,6.37,1.483321449574633e+22,0,0.0004116021598721,1.3787104009928596e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.6493816315762113,3.4701512313645737,10.0,9.99999999999998,8.421214105314098e+22,5.983746100421977e-05,1.4073481668482273e+27,6.37,1.3220116334872996e+22,0,0.0003961055963797,1.3268028180170389e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.1,0.0999999999999998,8.089713893470237e+24,5.983746100421977e-05,1.3519480535612542e+29,6.37,1.269970783904276e+24,0,0.0022136936334472,9.888101663355027e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.11220184543019636,0.1122018454301962,7.209965096788944e+24,5.983746100421977e-05,1.204924971044559e+29,6.37,1.131862652557134e+24,0,0.0021303494548014,9.515820829617693e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.12589254117941673,0.1258925411794166,6.425888156424708e+24,5.983746100421977e-05,1.0738905108242395e+29,6.37,1.0087736509300956e+24,0,0.0020501431322749,9.157556136074565e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.14125375446227545,0.1412537544622752,5.727078847756045e+24,5.983746100421977e-05,9.571059252250306e+28,6.37,8.99070462756051e+23,0,0.0019729565275505,8.812779883827018e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.15848931924611134,0.1584893192461111,5.104264395828506e+24,5.983746100421977e-05,8.53021553750175e+28,6.37,8.012973933796712e+23,0,0.0018986759501444,8.480984241509405e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.1778279410038923,0.1778279410038921,4.549180431264832e+24,5.983746100421977e-05,7.602562600281487e+28,6.37,7.141570535737569e+23,0,0.0018271919899485,8.161680497288895e-08,True
M1_dark_photon_massive,0.1,5.343777930616317,0.7498942093324559,4.00726812612775,0.19952623149688797,0.1995262314968877,4.054461327104458e+24,5.983746100421977e-05,6.775791049721403e+28,6.37,6.364931439724424e+23,0,0.0017583993560765,7.85439833902703e-08,True
