scan_point_id,model,eta_B,sigma_m_100_kms,vstar_kms,n_time_rows,max_direct_t_evo_phys_gyr,vmax_phys_kms_max_over_scan,threshold_ratio_vmax_over_vstar,max_cooling_code_over_scan,cooling_min_shell_index_initial_state,cooling_min_shell_radius_pc_initial_state,cooling_min_shell_density_msun_pc3_initial_state,min_cooling_time_code_initial_state,min_cooling_time_gyr_initial_state,local_dynamical_time_code_initial_state,local_dynamical_time_gyr_initial_state,cooling_to_dynamical_time_initial_state,cosmic_age_at_lens_gyr,cooling_to_cosmic_age_initial_state,max_fractional_cooling_rate_per_gyr_initial_state,born_eta,m_chi_GeV,m_mediator_keV,activity_class,status
M1_eta0p1_sigma10_vstar20,M1_dark_photon_massive,0.1,9.999999999999988,20.0,7,0.0011823657530827,5.343777930616317,0.26718889653081584,3.415399997302262e-29,48,1.4276252592423484,307.9085796042532,3.6674159185612217e+27,2.063527362196692e+24,0.42599072198902765,0.00023969016069798368,8.609145057050524e+27,6.37,3.2394464084720436e+23,4.846070947833071e-25,0.1,0.0037607459822766127,4.184394227983493e-06,threshold_unreachable_and_cooling_slow,complete
M1_eta0p1_sigma1_vstar20,M1_dark_photon_massive,0.1,0.9999999999999991,20.0,7,0.001141820216146,5.343777930616317,0.26718889653081584,3.4153999973022606e-30,48,1.4276252592423484,307.9085796042532,3.667415918561223e+28,2.063527362196693e+25,0.42599072198902765,0.00023969016069798368,8.609145057050528e+28,6.37,3.2394464084720455e+24,4.8460709478330684e-26,0.1,0.008102281604614767,9.015004081536823e-06,threshold_unreachable_and_cooling_slow,complete
M2_eta0p1_sigma10_vstar20,M2_scalar_phi_massive,0.1,9.999999999999988,20.0,7,0.0011823657530827,5.343777930616317,0.26718889653081584,2.669720578913727e-29,48,1.4276252592423484,307.9085796042532,4.3962604645736706e+27,2.4736228345625726e+24,0.42599072198902765,0.00023969016069798368,1.0320085010412283e+28,6.37,3.883238358810946e+23,4.0426534960283737e-25,0.1,0.0037607459822766127,4.184394227983493e-06,threshold_unreachable_and_cooling_slow,complete
M2_eta0p1_sigma1_vstar20,M2_scalar_phi_massive,0.1,0.9999999999999991,20.0,7,0.001141820216146,5.343777930616317,0.26718889653081584,2.669720578913727e-30,48,1.4276252592423484,307.9085796042532,4.396260464573672e+28,2.4736228345625733e+25,0.42599072198902765,0.00023969016069798368,1.0320085010412286e+29,6.37,3.883238358810947e+24,4.042653496028373e-26,0.1,0.008102281604614767,9.015004081536823e-06,threshold_unreachable_and_cooling_slow,complete
