snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,39.682294742972616,0.04239157818959506,11.84691460043992,21.723102634843123,8.709087483147023,0.08751589579305356,3.6831031732607964,0.11383033165083241,0.9550381857414381,0.13883079608098425
1,0.05001017828767669,11.564008780584217,0.07917198115149081,16.19016301323199,21.728234203590343,8.133150711717121,0.08743680063127897,3.8588467079485307,0.10897754302823139,0.96010163297114,0.1385624426242197
2,0.10000634854781576,8.750067751658925,0.08952405265366369,17.216122026243223,21.730230262187373,7.045850971518482,0.09355547283430161,3.8994722125832206,0.10745027514401055,0.9663195005835455,0.13810146864300027
3,0.15005110079155337,7.475692959803183,0.09527610509343966,17.760593020400357,21.73027748239158,6.340292775600988,0.09793567806649578,3.8415222582974904,0.10799592510253232,0.9741148374976866,0.1374270875311638
4,0.20003502099930429,6.713568871903502,0.09904063872344511,18.10807070123867,21.728442629062407,5.84793096996906,0.10120728509431706,3.7565719344093607,0.1090597193253307,0.9832634182420121,0.13658859861674347
5,0.25004854251602104,6.15788615553332,0.10230504839160347,18.4040751432771,21.724492188710435,5.477968989551563,0.10379051707149442,3.6699465768654784,0.11019957286299191,0.9930177672456394,0.1356948147213916
6,0.3000053781506418,5.754064217867827,0.10473983806355339,18.621789551618807,21.721985892484103,5.18884232630255,0.10589881041994241,3.5860154182051818,0.11130754558453033,1.0026713424879512,0.1348347303563953
7,0.35004012384101485,5.451176808083552,0.10647763018999505,18.77563584991779,21.71854479585397,4.951940039948887,0.10767861948730385,3.506958077840448,0.1123482683921053,1.011827532384503,0.1340518685063955
8,0.40002816247568507,5.182050753732458,0.10841714054713625,18.945865054165022,21.713207287718124,4.75519405281226,0.10920309506492709,3.434985119157691,0.11330362210985721,1.0202606385021276,0.13336438206940593
9,0.45006940071621815,4.9687685539548285,0.1098677428444519,19.0721900798557,21.70591202931784,4.58801973144881,0.11053334663704403,3.3693205388186582,0.11418121216252358,1.0279210050535228,0.13277103745233398
10,0.5001752362634647,4.78712724991718,0.11114497474935833,19.18272853905351,21.69671288609043,4.443165209907261,0.11171067825459122,3.3092561294309464,0.11498876921807565,1.0348161190153589,0.13226475758777517
