scan_point_id,model,eta_B,sigma_m_100_kms,vstar_kms,n_time_rows,max_direct_t_evo_phys_gyr,vmax_phys_kms_max_over_scan,threshold_ratio_vmax_over_vstar,max_cooling_code_over_scan,min_cooling_time_code_initial_state,min_cooling_time_gyr_initial_state,max_fractional_cooling_rate_per_gyr_initial_state,born_eta,m_chi_GeV,m_mediator_keV,activity_class,status
M1_eta0p1_sigma0p1_vstar5,M1_dark_photon_massive,0.1,0.09999999999999988,5.0,7,0.0010982179250633,5.36638753437421,1.0732775068748421,3.3337655175287684e-30,1.4866595865668128e+28,8.154092343960667e+24,1.2263780661506127e-25,0.1,0.002944671869320529,2.0477433252868752e-07,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma10_vstar5,M1_dark_photon_massive,0.1,9.99999999999998,5.0,7,0.0011976982803485,5.36590239324719,1.0731804786494379,3.334014653568784e-28,1.4866595865668137e+26,8.154092343960673e+22,1.2263780661506119e-23,0.1,0.0006344103226025183,4.411729256279288e-08,threshold_reachable_but_slow_cooling,complete
M1_eta0p1_sigma1_vstar5,M1_dark_photon_massive,0.1,0.999999999999999,5.0,7,0.0010983048598925,5.3657807860517295,1.0731561572103459,3.3337655175287705e-29,1.4866595865668115e+27,8.15409234396066e+23,1.2263780661506138e-24,0.10000000000000002,0.0013667956067291837,9.50478255275666e-08,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma0p1_vstar5,M2_scalar_phi_massive,0.1,0.09999999999999988,5.0,7,0.0010982179250633,5.36638753437421,1.0732775068748421,2.4171855107836864e-30,2.096907779574903e+28,1.1501207018688842e+25,8.694739590158266e-26,0.1,0.002944671869320529,2.0477433252868752e-07,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma10_vstar5,M2_scalar_phi_massive,0.1,9.99999999999998,5.0,7,0.0011976982803485,5.36590239324719,1.0731804786494379,2.417368164365974e-28,2.096907779574904e+26,1.1501207018688846e+23,8.694739590158264e-24,0.1,0.0006344103226025183,4.411729256279288e-08,threshold_reachable_but_slow_cooling,complete
M2_eta0p1_sigma1_vstar5,M2_scalar_phi_massive,0.1,0.999999999999999,5.0,7,0.0010983048598925,5.3657807860517295,1.0731561572103459,2.4171855107836879e-29,2.0969077795749005e+27,1.1501207018688827e+24,8.694739590158278e-25,0.10000000000000002,0.0013667956067291837,9.50478255275666e-08,threshold_reachable_but_slow_cooling,complete
