model,sigma_low_dwarf,sigma_high_cluster,sigma_high_bullet
M2_scalar_phi_massive,25946522988.26737,203135.02391543207,6407.183288364934
M2_scalar_phi_massive,52224782024.93904,408867.205459911,12896.284823211116
M2_scalar_phi_massive,105117277516.74763,822961.931814338,25957.45349495474
M2_scalar_phi_massive,211578518934.86987,1656445.7412371186,52246.78278894996
M2_scalar_phi_massive,425862148756.0936,3334069.76385097,105161.56033280629
M2_scalar_phi_massive,857169105144.3004,6710766.862742723,211667.65073943455
M2_scalar_phi_massive,1725297439464.818,13507333.402066866,426041.55194884434
M2_scalar_phi_massive,3472653455146.1436,27187363.138409685,857530.205267049
M2_scalar_phi_massive,6989706089912.892,54722326.932912506,1726024.2565111057
M2_scalar_phi_massive,14068778199265.975,110144299.38304588,3474116.3818678283
M2_scalar_phi_massive,28317431015558.887,221696835.03143135,6992650.64742424
M2_scalar_phi_massive,56996911029756.625,446228147.4234832,14074704.961563174
M2_scalar_phi_massive,114722548989314.64,898161489.426601,28329360.316037033
M2_scalar_phi_massive,230911868885919.72,1807806311.0694542,57020922.15130272
M2_scalar_phi_massive,464776032803759.44,3638726105.289836,114770878.22362036
M2_scalar_phi_massive,935494401872955.0,7323974691.450758,231009145.26195636
M3_massless_control,4.760459688931405e-09,1.5995361851067845e-14,4.41515287350058e-16
M3_massless_control,9.581783644204279e-09,3.219523041525735e-14,8.886755135923798e-16
M3_massless_control,1.927636550805697e-08,6.480208895194916e-14,1.7887130776346756e-15
M3_massless_control,3.8808261461386456e-08,1.3043269696701013e-13,3.600295524254611e-15
M3_massless_control,7.811270113163941e-08,2.6253302498786454e-13,7.246622179957666e-15
M3_massless_control,1.57224637405657e-07,5.284226333732224e-13,1.458589514812865e-14
M3_massless_control,3.1645945089341455e-07,1.0636013487217321e-12,2.935827644783382e-14
M3_massless_control,6.369654076769499e-07,2.14080124044138e-12,5.90919094943598e-14
M3_massless_control,1.282074638890567e-06,4.308973429361817e-12,1.1893933126129554e-13
M3_massless_control,2.5805410839070246e-06,1.494818308895802e-11,2.3939934657610714e-13
M3_massless_control,5.1940753554680065e-06,3.008748431698304e-11,4.818595037764193e-13
M3_massless_control,1.0454558916548577e-05,5.2517142302230614e-11,9.698797624154852e-13
M3_massless_control,2.1042783298190537e-05,1.0344074357992041e-10,1.9521598021227e-12
M3_massless_control,4.235460648977728e-05,2.0737822810990366e-10,7.275014840666155e-12
M3_massless_control,8.525073254250277e-05,4.174078648092878e-10,1.4157210652555818e-11
M3_massless_control,0.00017159142774124183,8.401030183771619e-10,2.4595989366075264e-11
M3_massless_control,0.00034537671637878317,1.6905940952087345e-09,4.889478882858591e-11
M3_massless_control,0.000695169203886286,3.4028030713343996e-09,9.829755414725859e-11
M3_massless_control,0.0013992264073235613,6.849245658550716e-09,1.9781413906435458e-10
M3_massless_control,0.002816342450163919,1.3786061497134597e-08,3.981574062450798e-10
M3_massless_control,0.005668692897075321,2.7748546947010923e-08,8.012928104105692e-10
M3_massless_control,0.011409862163417626,5.585158488675722e-08,1.6128304505680907e-09
M3_massless_control,0.022965603702990528,1.1241725327810635e-07,3.24628154462892e-09
M3_massless_control,0.04622483128094453,2.2627180351646085e-07,6.534068018920638e-09
M3_massless_control,0.093040664403416,4.554365768250571e-07,1.3151631619286624e-08
M3_massless_control,0.18727088867055802,9.166960814606337e-07,2.6471422171403557e-08
