label,model,source_snapshot_idx,source_snapshot_time_gyr,n_shells,mass_chi2_direct,mass_ratio_direct,mass_ratio_pull,inner_pull,outer_pull,t_evo_phys_gyr,vmax_kms,max_cooling_code
M1_n192,M1_dark_photon_massive,1,0.0500525408886057,192,0.0228101107139521,0.3672067448965858,0.1375037506549684,0.0813146719591736,-0.1272715004945102,0.0005500753772384,5.361871269904396,3.6697884217696862e-31
M2_n192,M2_scalar_phi_massive,1,0.0500525408886057,192,0.0228101107139521,0.3672067448965858,0.1375037506549684,0.0813146719591736,-0.1272715004945102,0.0005500753772384,5.361871269904396,2.861077754150178e-31
