model,source_run_dir,source_snapshot_idx,source_snapshot_time_gyr,source_mass_chi2,lambda,mu,r_s_sim_kpc,rho_s_sim_msun_pc3,r_s_phys_kpc,rho_s_phys_msun_pc3,sigma_m_elastic_guess_cm2_g,t_evo_phys_gyr,eta_B,m_chi_GeV,m_mediator_keV,v_threshold_kms,sigma_m_100_kms,flag_dissipation,n_shells,t_epsilon,steps,completed,t_final_gyr,v_max_final_kms,max_cooling_seen_code,M_inner_direct_msun,M_outer_direct_msun,mass_ratio_direct,mass_ratio_offset_sigma,mass_residual_inner_sigma,mass_residual_outer_sigma,mass_chi2_direct,posthoc_common_mass_scale,posthoc_common_scale_chi2,output_dir
M1_dark_photon_massive,D:\graverthermal-sidm\data\P6_low_threshold_n192\runs\M1_eta0p1_sigma0p1_vstar5\M1_eta0p1_sigma0p1_vstar5,2,0.0200011025931188,2.1645011703040666e-16,0.0027804068527510274,0.0001691963866273,3.6,0.00709,0.0100094646699037,55.81003160758477,0.004569046905152715,0.0002254347806130403,0.1,0.002944671869320529,2.0477433252868752e-07,5.0,0.09999999999999988,True,192,0.005,950,True,0.0002256138036444734,5.343387167676902,3.215248682082432e-30,424971.2103564753,1166995.922977098,0.3641582648141053,-0.0010635258214198762,-0.0013709354059371565,-0.00010453904876843667,1.8903922999694856e-06,1.0000236578597674,1.1600419725866246e-06,D:\graverthermal-sidm\data\P6_low_threshold_direct_time_n192_refined\M1_eta0p1_sigma0p1_vstar5\t0p02_n192
