model,source_run_dir,source_snapshot_idx,source_snapshot_time_gyr,source_mass_chi2,lambda,mu,r_s_sim_kpc,rho_s_sim_msun_pc3,r_s_phys_kpc,rho_s_phys_msun_pc3,sigma_m_elastic_guess_cm2_g,t_evo_phys_gyr,eta_B,m_chi_GeV,m_mediator_keV,v_threshold_kms,sigma_m_100_kms,flag_dissipation,n_shells,t_epsilon,steps,completed,t_final_gyr,v_max_final_kms,max_cooling_seen_code,M_inner_direct_msun,M_outer_direct_msun,mass_ratio_direct,mass_ratio_offset_sigma,mass_residual_inner_sigma,mass_residual_outer_sigma,mass_chi2_direct,posthoc_common_mass_scale,posthoc_common_scale_chi2,output_dir
M2_scalar_phi_massive,D:\graverthermal-sidm\data\P6_deep_threshold_n192\runs\M2_eta0p1_sigma0p1_vstar1\M2_eta0p1_sigma0p1_vstar1,3,0.0300145173658421,6.7237376960271035e-16,0.002781233449912354,0.0001692231091375,3.6,0.00709,0.010012440419684476,55.76909195195937,0.004571042065316382,0.0003384213045457481,0.09999999999999999,0.000367638103344058,1.0226313907330305e-09,1.0000000000000002,0.09999999999999988,True,192,0.005,1425,True,0.0003385928699681602,5.343076050377619,2.364162261623704e-31,424940.1463038758,1167001.3531433975,0.36412995165710016,-0.002350487503471383,-0.002850176005915273,3.469598455091891e-05,8.124707076039094e-06,1.0000434038101533,5.666497646068506e-06,D:\graverthermal-sidm\data\P6_deep_threshold_direct_time_n192_refined\M2_eta0p1_sigma0p1_vstar1\t0p03_n192
