snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,39.682294742972616,0.04239157818959506,11.84691460043992,21.723102634843123,8.709087483147023,0.08751589579305356,3.6831031732607964,0.11383033165083241,0.9550381857414381,0.13883079608098425
1,0.05005254058865924,10.065287861023794,0.08419074987017634,16.695431732511125,21.729283537890485,7.613996979071127,0.09021046379927199,3.890606692326856,0.10798675523364999,0.9627349944806811,0.13837599438029266
2,0.10003138264931448,7.635178488745524,0.09428081538732656,17.667582589986438,21.730287849596827,6.419455485800373,0.09738597667490632,3.8489969505160984,0.10792240054365469,0.9732010305168494,0.13750818086147393
3,0.15005681717635885,6.5077147629538175,0.10028716622449753,18.221668656123374,21.727314395336542,5.719556507870276,0.10206222104299557,3.7271893547346338,0.10944425367630119,0.9865101910645393,0.13629051209504195
4,0.20001236259741093,5.853771587777048,0.10393408994974578,18.55002392540777,21.722489859683886,5.250821494971414,0.10542168595058676,3.6044855317406244,0.11106536209518515,1.0005809152554574,0.1350201602840279
5,0.2500264230773456,5.390510767297947,0.106858358479625,18.809173584678767,21.71751611118617,4.906241936687522,0.10801486139460786,3.4901400781202745,0.11256982992415004,1.0138102037721226,0.13388930622184567
6,0.3000429726171105,5.036970381662956,0.10936310471413144,19.028339030932532,21.708542371065366,4.640781466618948,0.11009932556047473,3.390096316990593,0.1139019961047738,1.0255229477541192,0.13295549516237812
7,0.3500904537772732,4.7681748040209895,0.11125789681132855,19.192470784927085,21.695555536991986,4.4275027458377725,0.1118307006418897,3.302352950036499,0.11508116622196446,1.0356159863603207,0.13220982847860485
8,0.40004759370577725,4.551981251741455,0.11282527152334453,19.327187455439518,21.686701764250476,4.251044992114815,0.11330041843633223,3.2232956260189933,0.11613524019160801,1.0441830867016537,0.131625577311532
9,0.45002323933906474,4.380150557450225,0.11396484022161622,19.424547394207213,21.675993177358762,4.102300088525601,0.11457148607826408,3.1525503236283643,0.11708044699389254,1.0512278526658891,0.1311718488901329
10,0.5000869332895251,4.217155649777323,0.11541226783146302,19.5475103927543,21.66288941607725,3.9745347694657,0.11568794133066226,3.089250826058613,0.1179327466597384,1.0571302875466366,0.13082292560290806
