redshift,H0_km_s_Mpc,Omega_m,overdensity_critical,rho_critical_msun_pc3,r_s_pc,rho_s_msun_pc3,c_delta_isolated_extrapolation,r_delta_pc_isolated_extrapolation,M_delta_msun_isolated_extrapolation,modeled_rmax_over_rs,r_delta_over_modeled_rmax
0.881,67.4,0.315,200.0,3.5080932152119793e-07,10.0047183239639,55.87558344290528,219.03310940384597,2191.364563207447,3092670.364218304,50.0,4.380662188076919
