snapshot_idx,snapshot_time_gyr,r2D_rs,M_inner_sim_msun,M_outer_sim_msun,mass_ratio,ratio_nsigma,mass_mu,M_inner_phys_msun,M_outer_phys_msun,mass_chi2,mass_nsigma_dof1,mass_residual_inner_sigma,mass_residual_outer_sigma
0,0.0,1.2263306841775632,1582467395.0369384,5273156536.890544,0.30009869495929703,2.912862155585432,0.000232509703810374,367939.0253096126,1226060.0645381578,9.676405649500122,3.1106921495866673,-2.7171892709708274,1.5143606291835328
0,0.0,1.3190254178484833,1703392756.6845436,5506443696.044316,0.30934535077662123,2.4925596184343317,0.0002212560686368874,376885.98468857224,1218334.084357137,6.981875564533554,2.6423238947058616,-2.291143586258465,1.3162585732599255
0,0.0,1.4187266741165963,1830552902.395435,5743222815.885195,0.3187326978386254,2.0658620247068695,0.0002107139636393538,385723.05771526525,1210177.24359914,4.723826414837736,2.1734365449301105,-1.8703305849873688,1.1071088102343611
0,0.0,1.525964055441083,1963937312.013077,5983319665.698092,0.32823539803032376,1.633921106902399,0.00020082897982606185,394415.52681392437,1201623.9844353613,2.9092901370288042,1.7056641337112075,-1.4564034850512204,0.887794472701573
0,0.0,1.64130719537513,2103518207.5515258,6226611157.588433,0.3378271349075568,1.1979330670281705,0.00019155103214450766,402931.08379125944,1192713.793998572,1.5391059114230778,1.240607073743769,-1.0509007718447885,0.659328051245437
0,0.0,1.7653687843987245,2249346289.870924,6472913563.093819,0.3475013636356698,0.7581953975684876,0.00018283429193589887,411257.63622719154,1183470.5680705346,0.6065931919734482,0.7788409285428239,-0.6543982748956408,0.42232225821883634
0,0.0,1.8988078244652633,2401423740.208556,6721929338.051899,0.35725215476670263,0.3149776188851771,0.00017464012953880752,419384.9530675899,1173918.6103480943,0.10296462296924005,0.3208810106086679,-0.2673831872576238,0.17740026533575012
0,0.0,2.0423331295497618,2559717789.6012907,6973178738.957023,0.3670804787063507,0.13176437837155267,0.00016693620124806825,427309.5640631415,1164075.9693052804,0.017716705993854543,0.13310411711834666,0.10997924110197484,-0.07497514601845223
0,0.0,2.196707090793235,2724024916.8728466,7226579179.8956175,0.3769452806178473,0.5801644652577633,0.0001596888302704702,434996.3526030397,1154003.976094465,0.33763513903145215,0.5810637994501568,0.4760167906209383,-0.33323138219320503
0,0.0,2.362749726243281,2894325957.087763,7481933094.5899105,0.38684199931974966,1.0300153153442333,0.0001528653662618842,442442.1975114994,1143728.4428513993,1.045923280400987,1.0227039065149732,0.8305808338809237,-0.596706593553864
0,0.0,2.541343036702639,3070566243.978796,7739002558.867591,0.39676511548125093,1.4810660499579273,0.00014643693960167392,449644.3236124617,1133275.8502900933,2.1249380696978775,1.4577167316381732,1.1735392196410324,-0.8647217874335041
0,0.0,2.7334356908235615,3252661228.1331472,7997219902.909867,0.406723995041031,1.933742393584295,0.00014038081962530822,456611.24916879286,1122656.284694315,3.5587315109073705,1.8864600475248265,1.5052975794663264,-1.1370183411714119
0,0.0,2.940048064334711,3440405085.350092,8256296630.422337,0.4167007605653461,2.3872317355986175,0.000134673958039427,463332.97010306956,1111908.1459665603,5.327482074644857,2.3081338944361214,1.825379528717598,-1.412611641883068
0,0.0,3.1622776601683795,3633564785.398349,8516022011.838405,0.42667395414751275,2.840558716606192,0.00012929435976265154,469799.43258419586,1101073.6137452943,7.408516145969579,2.721858950417817,2.1333063135331365,-1.6904201603770699
1,0.010018874038985088,1.2263306841775632,1584302267.8159637,5272569502.142851,0.3004801107262938,2.895525075267396,0.00023247635648702318,368312.8187959833,1225747.7471827678,9.555801940537341,3.091246017472136,-2.6993895811436537,1.506352491865842
1,0.010018874038985088,1.3190254178484833,1705111398.9671714,5505826558.500139,0.30969217443559766,2.4767949066626764,0.00022122712601692398,377216.89433220396,1218038.185884637,6.890002296397958,2.6248813871102743,-2.275385984180764,1.3086714329394118
1,0.010018874038985088,1.4187266741165963,1832136805.697155,5742575977.31712,0.31904441716295984,2.05169296450985,0.00021068963887613284,386012.24196400517,1209901.2588796995,4.656885701102538,2.157981858381237,-1.8565599064759444,1.1000322789666541
1,0.010018874038985088,1.525964055441083,1965392561.910913,5982656009.843891,0.3285150539621611,1.6212094736370664,0.00020080847222231593,394667.4776744339,1201368.0131684085,2.862876451108755,1.69200367940166,-1.444405825026957,0.8812311068822701
1,0.010018874038985088,1.64130719537513,2104824938.5605116,6225939184.671713,0.3380734819483298,1.1867354742657599,0.00019153439762402177,403146.3767112062,1192481.5113798897,1.509844858798147,1.2287574450631609,-1.0406487280377992,0.653372086663838
1,0.010018874038985088,1.7653687843987245,2250493956.1437984,6472240706.341223,0.3477148113386545,0.7484932292510011,0.00018282137033649352,411438.38899620576,1183263.915080937,0.5909545851187873,0.7687357056354202,-0.6457910001806781,0.4170234636137716
1,0.010018874038985088,1.8988078244652633,2402407687.29924,6721254675.949711,0.3574344081761462,0.3066933730013791,0.00017463078473556798,419534.3396878273,1173737.9784687036,0.09758924909650042,0.31239278016065036,-0.2602695386748916,0.17276867868470697
1,0.010018874038985088,2.0423331295497618,2560544573.112234,6972509776.983143,0.36723427503319006,0.13875512050061506,0.00016692990061358738,427431.4511062858,1163920.3640990623,0.019641267350112707,0.1401473058967339,0.11578338601360919,-0.07896502310096716
1,0.010018874038985088,2.196707090793235,2724700148.6989264,7225922952.454672,0.377072958932303,0.5859680250057498,0.00015968513085722494,435094.0997916883,1153872.4522269494,0.3443471235133114,0.5868109776693952,0.4806714186518248,-0.33660378905257976
1,0.010018874038985088,2.362749726243281,2894847525.716611,7481294865.807499,0.3869447171434478,1.0346843073305125,0.00015286404222626036,442518.09440972935,1143620.9742739024,1.0552361780866437,1.0272468924687208,0.834194971891874,-0.5994621981050676
1,0.010018874038985088,2.541343036702639,3070938977.853616,7738386631.492842,0.3968448623846014,1.4846909092011318,0.00014643766892370876,449701.14532384044,1133191.2995462026,2.1350501840177394,1.4611810921366795,1.1762450154209732,-0.8668897552255732
1,0.010018874038985088,2.7334356908235615,3252892839.467266,7996619271.397448,0.40678350801348173,1.936447528695691,0.00014038338421097738,456652.1052800704,1122592.4755654938,3.5683157964995305,1.8889986226833333,1.5072431085747806,-1.138654472679646
1,0.010018874038985088,2.940048064334711,3440511176.5544047,8255720886.175764,0.4167426714141407,2.3891367741801885,0.00013467785629540406,463360.66981872567,1111862.7911233455,5.335586220984606,2.3098887897439146,1.8266985627964605,-1.4137745865808848
1,0.010018874038985088,3.1622776601683795,3633550731.0707827,8515475010.2448845,0.4266997116073141,2.8417295102335274,0.00012929936727625494,469815.81049362576,1101045.5308814242,7.414279259118501,2.7229174168745005,2.134086213982179,-1.691140233809636
2,0.02001380899153237,1.2263306841775632,1586135720.801791,5271984503.22547,0.30086122594468406,2.878201656249658,0.00023244285235928073,368685.911172112,1225435.1155236538,9.43611505687658,3.0718260134448663,-2.6816232775184767,1.4983362954783026
2,0.02001380899153237,1.3190254178484833,1706831655.1038146,5505210873.938769,0.31003928717496,2.4610170548734795,0.00022119799557312068,377547.74088971585,1217741.6105226036,6.79870917471193,2.607433445883505,-2.259631386204007,1.3010669364770158
2,0.02001380899153237,1.4187266741165963,1833724098.5179217,5741931035.022024,0.31935669156132385,2.037498673675122,0.0002106650976270181,386301.6662352937,1209624.46206052,4.590336763451877,2.142507120980436,-1.8427777983193463,1.092934924628717
2,0.02001380899153237,1.525964055441083,1966849770.5602715,5981994236.461578,0.3287949959182319,1.60848483927021,0.0002007878136444147,394919.46519781556,1201111.54397261,2.8168094725691692,1.6783353278082331,-1.43240641915164,0.8746549736566674
2,0.02001380899153237,1.64130719537513,2106135359.9119785,6225269057.996348,0.3383203746361213,1.1755130793661468,0.00019151759322385078,403361.97513399087,1192248.5471583693,1.4808123528298323,1.2168863352137012,-1.0303821364766252,0.647398645086393
2,0.02001380899153237,1.7653687843987245,2251645782.9806495,6471569646.459046,0.3479288497208169,0.7387642118799836,0.00018280828938146772,411619.51387968805,1183056.576682208,0.5754832504489567,0.7586061233927371,-0.6371660057291405,0.41170709441559245
2,0.02001380899153237,1.8988078244652633,2403395817.0180464,6720581592.58654,0.35761723653042576,0.29838299326139844,0.0001746213011884852,419684.10483865376,1173556.7024408437,0.09234330648360009,0.30388041477462824,-0.25313786482601147,0.16812057540624833
2,0.02001380899153237,2.0423331295497618,2561372794.8547645,6971842427.300933,0.3673882222043234,0.1457527191884931,0.0001669235315471718,427553.3925260069,1163764.5593554783,0.02166652169320155,0.14719552198759836,0.12159012028604324,-0.08296001652619825
2,0.02001380899153237,2.196707090793235,2725378674.8329563,7225268298.241053,0.3772010342503728,0.5917896303725588,0.0001596813354471017,435192.1063963788,1153740.490826739,0.35114480450088703,0.5925747248245465,0.4853383998275607,-0.33998741469900007
2,0.02001380899153237,2.362749726243281,2895372358.0085173,7480658148.59327,0.3870478105663723,1.0393703720088976,0.00015286263239124573,442594.2403980303,1143513.09661299,1.0646228956630153,1.0318056482027103,0.8378209713347772,-0.6022282919746179
2,0.02001380899153237,2.541343036702639,3071314791.663521,7737772140.397395,0.3969249463458334,1.4883310892571313,0.00014643832391773067,449758.1903149402,1133106.383097106,2.145227709852703,1.4646595883865654,1.1789614435685798,-0.8690671000742078
2,0.02001380899153237,2.7334356908235615,3253127317.7292757,7996019908.083195,0.40684332394428907,1.9391664346414792,0.00014038588580187584,456693.1601257048,1122528.337685693,3.577960794995798,1.8915498394162915,1.5091981012240367,-1.1402990337001782
2,0.02001380899153237,2.940048064334711,3440619861.2015867,8255146374.077634,0.4167848400611812,2.3910535308638496,0.0001346817010033611,463388.53541257785,1111817.1556925043,5.343745790593516,2.311654340638651,1.8280254958370408,-1.4149447258332242
2,0.02001380899153237,3.1622776601683795,3633539202.365386,8514929170.4793215,0.42672571076252974,2.842911290016055,0.00012930432678553657,469832.34041071177,1101017.184015356,7.4200984375281305,2.7239857630920414,2.1348733528910366,-1.6918670765293333
3,0.030031688460114007,1.2263306841775632,1587973662.1446877,5271398486.19628,0.3012433353886955,2.860833045158228,0.00023240912461104315,369059.56872443925,1225121.1076528553,9.316939412227784,3.0523661989066424,-2.663830060740988,1.4902848116116754
3,0.030031688460114007,1.3190254178484833,1708559672.1581933,5504593246.0953865,0.31038799703686343,2.445166606605141,0.00022116861028863015,377879.76828642515,1217443.2384430962,6.707656602610421,2.5899144006338166,-2.2438205577892782,1.2934163703357993
3,0.030031688460114007,1.4187266741165963,1835320824.7540612,5741284674.441504,0.3196707581709657,2.023222918691402,0.0002106402699778227,386592.4740221157,1209345.7538438942,4.523921041556312,2.126951114049477,-1.828929808470681,1.085788560099852
3,0.030031688460114007,1.525964055441083,1968314197.6485052,5981330960.52833,0.32907628931381594,1.5956987758345724,0.00020076695425335345,395172.4464755236,1200853.599326558,2.770916845858304,1.664607114564366,-1.4203596916417343,0.8680410083732807
3,0.030031688460114007,1.64130719537513,2107454689.8662858,6224597362.139782,0.3385688370278495,1.1642193342875917,0.00019150056846550914,403578.771124697,1192013.933318677,1.4518914114873531,1.2049445678068984,-1.0200585178715715,0.6413829056070998
3,0.030031688460114007,1.7653687843987245,2252806441.218403,6470896972.174122,0.3481443841411517,0.7289671927738571,0.00018279500964739684,411801.7751562357,1182847.6744558797,0.5601166122288757,0.7484093881218191,-0.6284868973221108,0.406350627073839
3,0.030031688460114007,1.8988078244652633,2404392144.314023,6719906679.254688,0.3578014188406403,0.29001107006982785,0.00017461165234172377,419834.8851961319,1173374.008846847,0.08720662961506015,0.29530768634605525,-0.24595784780324348,0.16343612427813098
3,0.030031688460114007,2.0423331295497618,2562204136.2489624,6971173311.034676,0.36754273949741684,0.15277623251092307,0.00016691711403243634,427675.7199846481,1163608.1304978516,0.023798599793181916,0.15426794804230046,0.12741523736419566,-0.08697101287559893
3,0.030031688460114007,2.196707090793235,2726063137.1560335,7224611904.259796,0.37733004530647307,0.5976537692862065,0.0001596774403529416,435290.7839815854,1153607.5364155956,0.3580577448996501,0.5983792650983573,0.4900373324564481,-0.34339650216421636
3,0.030031688460114007,2.362749726243281,2895902427.8055553,7480019720.507448,0.38715171029109213,1.0440930867688911,0.00015286114230294602,442670.95311223186,1143404.3589253316,1.0741233115526583,1.0363992047240573,0.8414739577253266,-0.6050164378120099
3,0.030031688460114007,2.541343036702639,3071694989.7941937,7737155940.193171,0.39700569738258423,1.492001590927623,0.00014643891885113638,449815.69334591413,1133020.7508645356,2.155513004910646,1.4681665453587498,1.181699683138768,-0.8712627983452418
3,0.030031688460114007,2.7334356908235615,3253365326.299098,7995418778.298077,0.4069036802837258,1.9419099046158765,0.00014038834581318508,456734.57648510346,1122463.616368944,3.5877050427634583,1.8941238192798955,1.5111703088144506,-1.14195855464246
3,0.030031688460114007,2.940048064334711,3440731221.472983,8254570180.15984,0.41682742364259084,2.392989148200651,0.0001346855190903132,463416.67061433604,1111771.069582248,5.351991321547734,2.313437122886147,1.829365267349335,-1.4161264209679973
3,0.030031688460114007,3.1622776601683795,3633529737.49852,8514381717.856804,0.42675203648411636,2.844107913724538,0.00012930926954890444,469849.07624015614,1100988.4805966094,7.425992742353694,2.7250674748258423,2.135670297150292,-1.6926030616253998
4,0.04000190458467509,1.2263306841775632,1589799529.2558289,5270814268.8845,0.30162313603819885,2.843569379271713,0.0002323755647673702,369430.5634777225,1224808.442515949,9.199299733299098,3.033034739876729,-2.6461636439179754,1.4822677568192058
4,0.04000190458467509,1.3190254178484833,1710280485.2430398,5503977035.987571,0.310735396252642,2.42937573316066,0.0002211392871836089,378210.20739068254,1217145.5584132439,6.617603716938415,2.5724703529756012,-2.2280853623484504,1.2857835490575347
4,0.04000190458467509,1.4187266741165963,1836913511.070878,5740640138.743163,0.3199840900448858,2.0089805607859414,0.0002106154273297774,386882.3241020348,1209067.375967864,4.458174823236471,2.1114390408525816,-1.815127423712629,1.0786506658426653
4,0.04000190458467509,1.525964055441083,1969772778.6635919,5980669542.879972,0.3293565652709603,1.5829589596007378,0.00020074614440451316,395424.2906696806,1200596.3516906567,2.7255852610844538,1.6509346628756856,-1.4083671109675917,0.8614449151450446
4,0.04000190458467509,1.64130719537513,2108771925.4871635,6223927516.310746,0.3388169158398466,1.1529430246513614,0.00019148351428696886,403795.0591219801,1191779.5134905474,1.4233111759690438,1.1930260583780405,-1.0097590894295192,0.6353721407832673
4,0.04000190458467509,1.7653687843987245,2253966248.688851,6470226108.8089485,0.3483597343870515,0.7191785452329569,0.00018278168587057114,411983.7508307152,1182638.836131885,0.5449761844956327,0.7382250229405887,-0.6198213890135632,0.4009957982534602
4,0.04000190458467509,1.8988078244652633,2405388248.152742,6719233381.895071,0.3579855187995173,0.2816428901208746,0.00017460196053417995,419985.5039733453,1173191.3217655877,0.08222067373603203,0.2867414754374261,-0.23878552507879655,0.15875184014327345
4,0.04000190458467509,2.0423331295497618,2563035183.64693,6970505828.778208,0.36769715808360204,0.15979525915570494,0.00016691066374272345,427797.90369846224,1163451.7545038932,0.02602864739662777,0.16133396231614647,0.13323350945058268,-0.0909806537463282
4,0.04000190458467509,2.196707090793235,2726747363.5438695,7223957080.2873955,0.37745896511270377,0.603513760478511,0.00015967351886491405,435389.3465926767,1153474.6471385988,0.3650315132967326,0.6041783787067629,0.49473079012746235,-0.34680391952310663
4,0.04000190458467509,2.362749726243281,2896432687.697445,7479382763.978531,0.3872555769771484,1.0488142997714491,0.0001528596243239643,442747.61252108164,1143295.639476892,1.0836611046197198,1.0409904440578308,0.8451244057657923,-0.6078041159771264
4,0.04000190458467509,2.541343036702639,3072075591.678476,7736539870.335899,0.39708650678033597,1.4956747453708836,0.00014643950231540295,449873.22072069306,1132935.0482552613,2.16582883650164,1.4716755201136016,1.1844390819377648,-0.873460301147147
4,0.04000190458467509,2.7334356908235615,3253603889.4667807,7994818802.665318,0.4069640563188364,1.944654269848177,0.00014039078278558503,456775.9969164654,1122398.8699350976,3.597464637606871,1.8966983517699567,1.5131427103078763,-1.143618719612881
4,0.04000190458467509,2.940048064334711,3440843168.0158014,8253995047.736817,0.4168700305870979,2.394925827496425,0.00013468931712672756,463444.8166402142,1111724.956547063,5.360247079471436,2.3152207409816103,1.8307055542959134,-1.4173088064855621
4,0.04000190458467509,3.1622776601683795,3633521101.892228,8513835192.442034,0.4267784165140764,2.845307005995448,0.0001293141918509228,469865.844864468,1100959.7174625874,7.43190125919396,2.7261513639550463,2.1364688030699037,-1.6933405778823742
5,0.05001410535650979,1.2263306841775632,1591627504.9864907,5270228665.313448,0.3020035004291087,2.8262800887758117,0.00023234186572112676,369801.7040416232,1224494.7608758903,9.082299454499054,3.0136853608993515,-2.6284902837322277,1.4742246378433401
5,0.05001410535650979,1.3190254178484833,1712008330.7759876,5503358909.563837,0.31108425943305795,2.4135183158690263,0.00022110972842549772,378541.6970800683,1216846.1939217034,6.5278307799560675,2.55496199188091,-2.212300139044367,1.2781075364539327
5,0.05001410535650979,1.4187266741165963,1838515998.9851608,5739993786.39118,0.32029930125430733,1.994652778539509,0.00021059029854652377,387173.6331088454,1208787.00513131,4.392551725281418,2.095841531528903,-1.8012555662454577,1.071461670033592
5,0.05001410535650979,1.525964055441083,1971235618.8019128,5980006230.92325,0.3296377198753478,1.5701792048558518,0.00020072521920987168,395676.701698321,1200338.061578468,2.680507255921318,1.6372254749793378,-1.3963475381751915,0.8548220917555885
5,0.05001410535650979,1.64130719537513,2110099247.6226897,6223255732.160183,0.33906677444062605,1.1415858155250218,0.00019146621860111426,404012.7238153726,1191543.242424419,1.3948245703726991,1.1810269134836424,-0.9993941040298752,0.6293139083184338
5,0.05001410535650979,1.7653687843987245,2255136319.882238,6469553297.210274,0.3485768207295969,0.7093109842081654,0.00018276813625511993,412167.0621861066,1182428.1985342877,0.5299290436838647,0.7279622542988508,-0.6110922768520679,0.3955948342125063
5,0.05001410535650979,1.8988078244652633,2406393998.5155797,6718557954.329594,0.3581712050224772,0.2732026072590614,0.00017459207654378685,420137.3251833414,1173006.9846261805,0.07734193169937727,0.2781041741854611,-0.2315559436504097,0.15402524682514082
5,0.05001410535650979,2.0423331295497618,2563874885.89038,6969836314.422468,0.367852955253057,0.16687694867638508,0.00016690405375161213,427921.1117670564,1163293.9348623059,0.028379155764053338,0.1684611402194979,0.13910056033601895,-0.09502731122292626
5,0.05001410535650979,2.196707090793235,2727438661.454696,7223300304.26886,0.3775889893215185,0.6094239517882724,0.00015966947816866333,435488.70781150897,1153340.590238156,0.3721315172602117,0.6100258332728309,0.4994622767385223,-0.35024127594471716
5,0.05001410535650979,2.362749726243281,2896969191.617771,7478743946.899778,0.3873603926256459,1.053578647430427,0.0001528580090870664,442824.9430172607,1143185.9101950491,1.0933269613407777,1.0456227624438834,0.8488068103457473,-0.6106176873064325
5,0.05001410535650979,2.541343036702639,3072461406.0789804,7735921173.553884,0.3971681377238609,1.4993852428038348,0.00014644002185761258,449931.315462877,1132848.4657439985,2.1762729976224944,1.475219643857312,1.1872054982322373,-0.8756803655384992
5,0.05001410535650979,2.7334356908235615,3253846628.674808,7994217031.827095,0.40702505520182686,1.9474269463477423,0.00014039316759153898,456817.8350567064,1122333.4515124366,3.6073372675922997,1.899299151685247,1.5151350027003043,-1.1452961150657277
5,0.05001410535650979,2.940048064334711,3440958246.074781,8253418273.153587,0.4169131058421457,2.396883793634962,0.00013469308087948978,463473.26734149776,1111678.334998135,5.368599377404511,2.317023818911776,1.8320603495951315,-1.4185042308170515
5,0.05001410535650979,3.1622776601683795,3633514832.6039248,8513287170.122455,0.42680515293267857,2.846522297750093,0.00012931909181874667,469882.8382622849,1100930.5652324238,7.437891694852964,2.7272498409300465,2.1372780124897557,-1.6940880709634916
6,0.06002486182790975,1.2263306841775632,1593444865.9956586,5269644096.186302,0.30238187568470737,2.809081213521326,0.00023230832111396468,370170.5016071179,1224182.1728531558,8.96671808030091,2.994447875702783,-2.6109284948991482,1.466209560337327
6,0.06002486182790975,1.3190254178484833,1713731939.338682,5502741526.186811,0.31143238896162223,2.397694246388832,0.00022108016975137958,378872.14805735677,1216547.0307073458,6.4389044377649896,2.5374996429093324,-2.1965643782211064,1.2704366848037387
6,0.06002486182790975,1.4187266741165963,1840118375.8247352,5739348393.6670265,0.32061451050003836,1.980325085551735,0.00021056507286769735,387464.65989072423,1208506.3127255992,4.327447339435636,2.080251749052416,-1.787397148060751,1.0642644288615168
6,0.06002486182790975,1.525964055441083,1972696640.3214874,5979343918.646906,0.3299185775498758,1.5574129469227604,0.00020070426207206892,395928.6234877737,1200079.8088671402,2.635872043647173,1.6235368932202228,-1.3843512624869667,0.8482002273625694
6,0.06002486182790975,1.64130719537513,2111428860.5406291,6222584983.605906,0.33931699865946774,1.1302119873958543,0.00019144880443925578,404230.53100904357,1191306.4556330168,1.366596329115588,1.1690151107302198,-0.9890223329026873,0.623242452128635
6,0.06002486182790975,1.7653687843987245,2256309950.3697863,6468881557.0557995,0.3487944446762613,0.6994189866325102,0.0001827544549360118,412350.6951465301,1182216.923005352,0.5150614242165685,0.7176777997239211,-0.6023478501652328,0.39017751295774433
6,0.06002486182790975,1.8988078244652633,2407403664.454153,6717883462.82564,0.3583574615093969,0.26473640330816495,0.00017458207058439993,420289.516472878,1172822.0048847988,0.07259957879579837,0.2694430900873102,-0.22430873938676224,0.149282176533302
6,0.06002486182790975,2.0423331295497618,2564718421.6121044,6969167839.726753,0.3680092775198053,0.1739825062558522,0.00016689733438857718,428044.66802433925,1163135.535356994,0.03083901344215601,0.1756104024315075,0.14498419163520226,-0.09908883700015333
6,0.06002486182790975,2.196707090793235,2728132934.570411,7222644625.528086,0.37771939172086055,0.6153513335765466,0.00015966535442217756,435588.31190900004,1153206.1140003777,0.37931919457475877,0.6158889466249242,0.5042053290000019,-0.3536893846056997
6,0.06002486182790975,2.362749726243281,2897508658.883563,7478106272.32123,0.3874655632547151,1.058359130569935,0.00015285631829732967,442902.50583157473,1143075.7926231914,1.1030668474713943,1.0502698926806358,0.8525002776940348,-0.6134412147899648
6,0.06002486182790975,2.541343036702639,3072849914.019345,7735303064.422194,0.3972500997604906,1.5031107899233662,0.00014644048383468552,449989.62816036463,1132761.5233619115,2.18678322502134,1.4787776117528084,1.189982293350697,-0.8779096573868838
6,0.06002486182790975,2.7334356908235615,3254091741.4978805,7993616361.055424,0.4070863041853852,1.9502109910549406,0.00014039549936868854,456859.8350391203,1122267.760772095,3.6172628652532035,1.9019103199817817,1.5171350018628706,-1.1469804930232035
6,0.06002486182790975,2.940048064334711,3441075273.747648,8252842667.724878,0.4169563642846319,2.3988500864752442,0.0001346968018478151,463501.834291403,1111631.5134957316,5.376993060332797,2.3188344184811465,1.8334206805430004,-1.4197047821607274
6,0.06002486182790975,3.1622776601683795,3633510354.7745676,8512740361.640606,0.42683204237587064,2.847744545167914,0.000129323954315802,469899.9271268597,1100901.2456310936,7.443918544331414,2.728354548868496,2.138091767945701,-1.694839855612984
7,0.07001149362657538,1.2263306841775632,1595241219.2462215,5269060197.427446,0.30275630937469233,2.792061500340191,0.00023227525593011084,370535.0624706782,1223872.3058686205,8.853131956127243,2.975421307332332,-2.5935684537772294,1.4582642530415517
