scan_point_id,requested_source_time_gyr,elastic_chi2,elastic_mass_ratio,elastic_vmax_kms,elastic_max_cooling_code,elastic_steps,diss_chi2,diss_mass_ratio,diss_vmax_kms,diss_max_cooling_code,diss_steps,delta_chi2,delta_mass_ratio,delta_vmax_kms,delta_max_cooling_code,delta_steps,identical_mass_observables
M1_eta0p1_sigma0p1_vstar1,0.1,5.4665654844857226e-05,0.3640444714660192,5.3418060430591545,0.0,4739,5.4665654844857226e-05,0.3640444714660192,5.3418060430591545,3.014574608550419e-31,4739,0.0,0.0,0.0,3.014574608550419e-31,0,True
M1_eta0p1_sigma10_vstar1,0.1,0.0619568963809809,0.3587993660188813,5.30319003855929,0.0,4749,0.0619568963809809,0.3587993660188813,5.30319003855929,2.8587937518270026e-29,4749,0.0,0.0,0.0,2.8587937518270026e-29,0,True
M1_eta0p1_sigma1_vstar1,0.1,0.0072085187557212,0.3623716154263912,5.328844477385728,0.0,4748,0.0072085187557212,0.3623716154263912,5.328844477385728,2.9661965118829043e-30,4748,0.0,0.0,0.0,2.9661965118829043e-30,0,True
M2_eta0p1_sigma0p1_vstar1,0.1,5.4665654844857226e-05,0.3640444714660192,5.3418060430591545,0.0,4739,5.4665654844857226e-05,0.3640444714660192,5.3418060430591545,2.358669517123272e-31,4739,0.0,0.0,0.0,2.358669517123272e-31,0,True
M2_eta0p1_sigma10_vstar1,0.1,0.0619568963809809,0.3587993660188813,5.30319003855929,0.0,4749,0.0619568963809809,0.3587993660188813,5.30319003855929,2.2362967757004767e-29,4749,0.0,0.0,0.0,2.2362967757004767e-29,0,True
M2_eta0p1_sigma1_vstar1,0.1,0.0072085187557212,0.3623716154263912,5.328844477385728,0.0,4748,0.0072085187557212,0.3623716154263912,5.328844477385728,2.3206554510635785e-30,4748,0.0,0.0,0.0,2.3206554510635785e-30,0,True
