scan_point_id,model,eta_B,sigma_m_100_kms,vstar_kms,n_time_rows,max_direct_t_evo_phys_gyr,vmax_phys_kms_max_over_scan,threshold_ratio_vmax_over_vstar,max_cooling_code_over_scan,min_cooling_time_code_initial_state,min_cooling_time_gyr_initial_state,max_fractional_cooling_rate_per_gyr_initial_state,born_eta,m_chi_GeV,m_mediator_keV,activity_class,status
M1_eta0p1_sigma10_vstar20,M1_dark_photon_massive,0.1,9.999999999999988,20.0,7,0.0011978341188673,5.365976030317873,0.2682988015158937,3.70493357308178e-29,3.4798810453812206e+27,1.9086596317294608e+24,5.23927882884958e-25,0.1,0.0037607459822766127,4.184394227983493e-06,threshold_unreachable_and_cooling_slow,complete
M1_eta0p1_sigma1_vstar20,M1_dark_photon_massive,0.1,0.9999999999999991,20.0,7,0.0010983951620755,5.3657807860517295,0.26828903930258646,3.702976769906193e-30,3.4798810453812226e+28,1.9086596317294618e+25,5.239278828849577e-26,0.1,0.008102281604614767,9.015004081536823e-06,threshold_unreachable_and_cooling_slow,complete
M2_eta0p1_sigma10_vstar20,M2_scalar_phi_massive,0.1,9.999999999999988,20.0,7,0.0011978341188673,5.365976030317873,0.2682988015158937,2.8867226037323613e-29,4.172212386888541e+27,2.2883924059488631e+24,4.369879909583768e-25,0.1,0.0037607459822766127,4.184394227983493e-06,threshold_unreachable_and_cooling_slow,complete
M2_eta0p1_sigma1_vstar20,M2_scalar_phi_massive,0.1,0.9999999999999991,20.0,7,0.0010983951620755,5.3657807860517295,0.26828903930258646,2.8852908999510012e-30,4.172212386888542e+28,2.2883924059488635e+25,4.369879909583768e-26,0.1,0.008102281604614767,9.015004081536823e-06,threshold_unreachable_and_cooling_slow,complete
