snapshot_idx,snapshot_time_gyr,rho_center_shell3_code,u_center_shell3_code,v_center_shell3_kms,v_max_kms,rho_r0p1rs_code,u_r0p1rs_code,rho_r0p2rs_code,u_r0p2rs_code,rho_r0p5rs_code,u_r0p5rs_code
0,0.0,39.682294742972616,0.04239157818959506,11.84691460043992,21.723102634843123,8.709087483147023,0.08751589579305356,3.6831031732607964,0.11383033165083241,0.9550381857414381,0.13883079608098425
1,0.005007219215697808,30.52424715004358,0.04602575113297975,12.34428408119087,21.72299055853514,8.364537413240088,0.0882525966551155,3.70896194031634,0.11281061111239084,0.9588181418025785,0.1385642250376152
2,0.010018293430297944,22.892392712332068,0.05202672740054167,13.124377679503128,21.72239437496432,8.030203373924827,0.08897115784504188,3.7237172366311784,0.11204431899572521,0.9628730436199987,0.1382638334099114
3,0.01500053495487334,17.459069864075023,0.05921217295754189,14.00138393840389,21.72127721977061,7.704794846081237,0.08981696710883634,3.729848797161082,0.11146397149785602,0.967173984385574,0.13793292158554013
4,0.02001347512016735,13.899665655256765,0.06608905786270175,14.792114015350622,21.719570230491794,7.377384796646505,0.09084083231636504,3.7287688052254677,0.11103067430767262,0.9717488007740401,0.13757154587677933
5,0.050048874658056096,6.563466774793311,0.09672876296160056,17.895477131950713,21.703564863365497,5.623039137223385,0.10062360956035651,3.588426074349584,0.11115448331706637,1.0020030992806976,0.13512221581705072
6,0.10000808117247365,4.576987235611051,0.111449531231853,19.208992558812277,21.65471765696635,4.260135718337339,0.11219332035671065,3.194973305390191,0.11614786409118666,1.045301638335489,0.1319423241966331
7,0.15000892216966666,3.8906998196081273,0.1171520388298634,19.694292818927103,21.595909922982493,3.683795681119938,0.11774012471102097,2.9237201721984825,0.11995894266548049,1.068123613958765,0.13068650662260833
8,0.2002147883902796,3.4967275385348655,0.12111937219611259,20.024988288943305,21.53667875622076,3.3532167611104833,0.12113981704512511,2.7396165356229685,0.12261492818452811,1.0785186796844686,0.13039615466057886
9,0.25000406959080645,3.2552430897258793,0.12347509984173917,20.2187898464786,21.484722597084193,3.1368947879134823,0.1234748557940729,2.610093669299557,0.12454733027126039,1.0827572592909236,0.13049416476954173
10,0.3000369675721942,3.0821732477273045,0.1253068818486575,20.36821294497257,21.436078833992294,2.981746420926229,0.125224912338694,2.512036837645516,0.1260481336794781,1.0840368386071766,0.13074783920363722
11,0.3500232051183412,2.9535994608745635,0.12673421886222486,20.48388888906097,21.39649677280925,2.865467469357343,0.12659571966563987,2.4356794092736243,0.12725089091573272,1.0838466491468415,0.13106071587819446
12,0.4000085826504858,2.8591648719590053,0.12767550640866399,20.55981771226128,21.359750323609006,2.7750082708137134,0.1277077129110096,2.3751106784813016,0.12824304182802776,1.082961210229824,0.1313910465825558
13,0.45002621918267405,2.777884766975446,0.12874847120314006,20.6460276981426,21.326899703170252,2.702763151274875,0.1286367975792494,2.3260778517359744,0.12908130419519165,1.0817904604780697,0.131719869265354
14,0.5000409714846399,2.713587876661026,0.12959935928562935,20.714139299005424,21.298204824268993,2.6442499203223693,0.12942688741562508,2.285857692718161,0.12980230122309935,1.0805224112761018,0.13203881825246272
